utc,Label,Speed,HDOP,Satelites,Latitude,Longitude,Altitude,Roll Degrees,Pitch Degrees,Dynamic Magnitude,Jerk,Jerk Std,Acceleration X,Acceleration Y,Acceleration Z,Standard Deviation,Energy,Zero Crossings,session_id,motion_disagreement,motion_mismatch,speed_per_dyn_mag,speed_per_jerk_std
250426_155746.000,1,58.299999,0.88,10,58.481838,8.830375,-3.0,-2.011303,3.476007,0.001377,0.057592,0.037589,0.000426,-0.000692,-0.001112,0.000889,6e-06,20.0,gps_log_20260427_173621(Spoofed Fevik-Eydeham) (Real Stationary + walk),1,0.580245,24521.801964,1225.078889
250426_155746.000,1,58.299999,0.88,10,58.481838,8.830375,-3.0,-2.011303,3.476007,0.001377,0.057592,0.037589,0.000426,-0.000692,-0.001112,0.000889,6e-06,20.0,gps_log_20260427_173621(Spoofed Fevik-Eydeham) (Real Stationary + walk),1,0.580245,24521.801964,1225.078889
250426_155746.000,1,58.299999,0.88,10,58.481838,8.830375,-3.0,-2.011303,3.476007,0.001377,0.057592,0.037589,0.000426,-0.000692,-0.001112,0.000889,6e-06,20.0,gps_log_20260427_173621(Spoofed Fevik-Eydeham) (Real Stationary + walk),1,0.580245,24521.801964,1225.078889
250426_155747.016,1,56.41,0.93,9,58.481979,8.830455,-2.7,-2.013762,3.475245,0.002459,0.120445,0.03876,-0.001036,0.001872,0.001212,0.000925,6e-06,22.0,gps_log_20260427_173621(Spoofed Fevik-Eydeham) (Real Stationary + walk),1,0.559182,16309.046107,1156.902052
250426_155756.000,1,54.869999,0.92,9,58.483131,8.831317,-2.0,-2.006997,3.475989,0.000813,0.01226,0.03917,4.2e-05,-0.000585,0.000563,0.001039,7e-06,24.0,gps_log_20260427_173621(Spoofed Fevik-Eydeham) (Real Stationary + walk),1,0.547074,30262.453846,1115.922785
250426_155756.984,1,57.16,0.92,9,58.48325,8.831402,-2.5,-2.016901,3.475918,0.002511,0.026833,0.031267,0.00013,-0.002508,-7e-06,0.00095,5e-06,20.0,gps_log_20260427_173621(Spoofed Fevik-Eydeham) (Real Stationary + walk),1,0.566577,16278.186017,1385.116549
250426_155816.000,1,54.990002,0.94,9,58.484612,8.835049,10.5,-2.010898,3.474,0.002818,0.036111,0.03328,-0.002529,0.000769,-0.000979,0.000999,6e-06,20.0,gps_log_20260427_173621(Spoofed Fevik-Eydeham) (Real Stationary + walk),1,0.544263,14401.262256,1270.560635
250426_155816.984,1,47.919998,0.86,10,58.484619,8.835273,11.5,-2.01435,3.471466,0.002868,0.08528,0.033364,0.002282,-0.000892,-0.00149,0.00098,6e-06,20.0,gps_log_20260427_173621(Spoofed Fevik-Eydeham) (Real Stationary + walk),1,0.473464,12388.661838,1105.070669
250426_155824.984,1,47.369999,0.86,10,58.48526,8.836365,18.0,-2.014935,3.472119,0.001795,0.051486,0.050509,0.001219,0.001034,0.000817,0.00136,8e-06,16.0,gps_log_20260427_173621(Spoofed Fevik-Eydeham) (Real Stationary + walk),1,0.47011,16946.998652,782.861258
250426_155826.000,1,47.389999,0.88,10,58.485371,8.836395,18.700001,-2.020807,3.473946,0.009236,0.397257,0.127147,0.008997,-0.00207,-0.00026,0.003673,3e-05,20.0,gps_log_20260427_173621(Spoofed Fevik-Eydeham) (Real Stationary + walk),1,0.455429,4629.92157,345.542494
250426_155834.000,1,38.189999,0.86,10,58.486149,8.837087,22.700001,-2.024156,3.486937,0.00282,0.013263,0.127248,-0.001672,-0.000646,-0.002177,0.003624,3e-05,16.0,gps_log_20260427_173621(Spoofed Fevik-Eydeham) (Real Stationary + walk),1,0.37626,9997.010016,278.255705
250426_155834.000,1,38.189999,0.86,10,58.486149,8.837087,22.700001,-2.024156,3.486937,0.00282,0.013263,0.127248,-0.001672,-0.000646,-0.002177,0.003624,3e-05,16.0,gps_log_20260427_173621(Spoofed Fevik-Eydeham) (Real Stationary + walk),1,0.37626,9997.010016,278.255705
250426_155834.000,1,38.189999,0.86,10,58.486149,8.837087,22.700001,-2.024156,3.486937,0.00282,0.013263,0.127248,-0.001672,-0.000646,-0.002177,0.003624,3e-05,16.0,gps_log_20260427_173621(Spoofed Fevik-Eydeham) (Real Stationary + walk),1,0.37626,9997.010016,278.255705
250426_155834.000,1,38.189999,0.86,10,58.486149,8.837087,22.700001,-2.024156,3.486937,0.00282,0.013263,0.127248,-0.001672,-0.000646,-0.002177,0.003624,3e-05,16.0,gps_log_20260427_173621(Spoofed Fevik-Eydeham) (Real Stationary + walk),1,0.37626,9997.010016,278.255705
250426_155835.016,1,37.52,0.86,10,58.486191,8.837238,23.5,-2.043694,3.48894,0.002942,0.075542,0.127601,-0.000826,-0.001675,-0.002274,0.003642,3.2e-05,14.0,gps_log_20260427_173621(Spoofed Fevik-Eydeham) (Real Stationary + walk),1,0.369316,9517.689605,272.671913
250426_155843.016,1,41.380001,0.88,10,58.48674,8.838217,24.4,-2.039833,3.497528,0.005399,0.068502,0.126262,-0.002555,-0.00111,-0.004625,0.00361,3.2e-05,16.0,gps_log_20260427_173621(Spoofed Fevik-Eydeham) (Real Stationary + walk),1,0.403002,6466.763681,303.680427
250426_155844.000,1,42.509998,0.86,10,58.486858,8.83824,24.6,-2.045579,3.494498,0.003116,0.043039,0.124925,-0.000328,0.000262,-0.003087,0.003598,3.1e-05,12.0,gps_log_20260427_173621(Spoofed Fevik-Eydeham) (Real Stationary + walk),1,0.418868,10328.474084,315.063854
250426_155852.000,1,44.700001,0.88,10,58.48782,8.83832,21.4,-2.054529,3.500834,0.001903,0.081442,0.033313,-0.001218,0.000596,-0.001336,0.001405,1.1e-05,12.0,gps_log_20260427_173621(Spoofed Fevik-Eydeham) (Real Stationary + walk),1,0.443193,15396.503442,1032.014512
250426_155852.984,1,45.509998,0.88,10,58.48793,8.838375,21.299999,-2.068982,3.50579,0.001415,0.04525,0.035326,-0.000536,0.000351,-0.001262,0.001376,1.2e-05,12.0,gps_log_20260427_173621(Spoofed Fevik-Eydeham) (Real Stationary + walk),1,0.452269,18842.75007,1004.069092
250426_155900.984,1,49.459999,0.86,10,58.488579,8.839476,19.6,-2.091696,3.507809,0.002596,0.052119,0.042721,0.000207,-0.0022,-0.001362,0.0012,1.1e-05,14.0,gps_log_20260427_173621(Spoofed Fevik-Eydeham) (Real Stationary + walk),1,0.489408,13754.939718,938.137595
250426_155902.000,1,49.459999,0.86,10,58.488628,8.83971,19.6,-2.102404,3.505756,0.0006,0.020784,0.044937,9e-05,-3.5e-05,-0.000592,0.001273,1e-05,14.0,gps_log_20260427_173621(Spoofed Fevik-Eydeham) (Real Stationary + walk),1,0.4934,30908.368809,900.302508
250426_155910.000,1,47.040001,0.86,10,58.48922,8.841055,19.6,-2.096172,3.513855,0.002294,0.034237,0.044627,-0.002171,0.000733,0.00012,0.001265,1e-05,16.0,gps_log_20260427_173621(Spoofed Fevik-Eydeham) (Real Stationary + walk),1,0.465812,14280.034865,861.11953
250426_155911.016,1,47.630001,0.88,10,58.489342,8.841134,19.4,-2.09141,3.516736,0.001433,0.033585,0.043184,-0.001084,-0.000291,0.000892,0.001266,9e-06,18.0,gps_log_20260427_173621(Spoofed Fevik-Eydeham) (Real Stationary + walk),1,0.473433,19574.010108,895.563325
250426_155919.016,1,46.32,0.88,10,58.490231,8.841677,17.6,-2.079997,3.519313,0.002203,0.099613,0.036049,-0.001081,-0.000831,-0.001731,0.001211,7e-06,20.0,gps_log_20260427_173621(Spoofed Fevik-Eydeham) (Real Stationary + walk),1,0.458793,14460.316481,1005.875651
250426_155920.000,1,48.43,0.88,10,58.49033,8.841753,17.299999,-2.096674,3.516542,0.001635,0.046559,0.034782,0.001383,-0.00074,-0.000462,0.00118,7e-06,18.0,gps_log_20260427_173621(Spoofed Fevik-Eydeham) (Real Stationary + walk),1,0.481029,18377.347101,1081.457443
250426_155928.000,1,51.91,0.88,10,58.491291,8.842383,11.4,-2.092196,3.514672,0.00134,0.044308,0.029948,-0.000403,0.000497,-0.001177,0.001044,6e-06,24.0,gps_log_20260427_173621(Spoofed Fevik-Eydeham) (Real Stationary + walk),1,0.51642,22185.401146,1299.437333
250426_155928.984,1,51.91,0.88,10,58.491421,8.842463,10.9,-2.087731,3.516985,0.00102,0.071465,0.029185,6.6e-05,-0.001009,-0.00013,0.000913,5e-06,26.0,gps_log_20260427_173621(Spoofed Fevik-Eydeham) (Real Stationary + walk),1,0.517061,25703.589957,1324.754866
250426_155936.984,1,44.959999,0.86,10,58.492271,8.843053,8.2,-2.087176,3.517369,0.001168,0.058222,0.031659,0.000456,0.001068,0.000119,0.000915,5e-06,24.0,gps_log_20260427_173621(Spoofed Fevik-Eydeham) (Real Stationary + walk),1,0.447265,20741.812286,1079.230847
250426_155938.000,1,45.299999,0.88,10,58.492378,8.843123,8.5,-2.065351,3.507895,0.00225,0.071595,0.03449,0.001841,-0.001163,-0.000567,0.001016,5e-06,26.0,gps_log_20260427_173621(Spoofed Fevik-Eydeham) (Real Stationary + walk),1,0.448499,13936.886179,1018.215434
250426_155946.000,1,47.57,0.88,10,58.493279,8.843771,9.7,-2.071945,3.502893,0.002279,0.104517,0.039979,-0.002209,-3.7e-05,0.00056,0.001173,6e-06,26.0,gps_log_20260427_173621(Spoofed Fevik-Eydeham) (Real Stationary + walk),1,0.471141,14505.699548,951.797628
250426_155955.016,1,47.07,0.92,9,58.494148,8.844927,9.8,-2.07794,3.512042,0.003228,0.055423,0.041443,0.000554,-0.001177,0.002954,0.001285,7e-06,24.0,gps_log_20260427_173621(Spoofed Fevik-Eydeham) (Real Stationary + walk),1,0.464244,11133.201291,914.990147
250426_160004.984,1,42.02,0.88,10,58.494801,8.846711,11.5,-2.072517,3.497429,0.007919,0.226335,0.05,0.007396,-0.00262,-0.00107,0.001453,9e-06,18.0,gps_log_20260427_173621(Spoofed Fevik-Eydeham) (Real Stationary + walk),1,0.404361,4711.110263,700.335724
250426_160004.984,1,42.02,0.88,10,58.494801,8.846711,11.5,-2.072517,3.497429,0.007919,0.226335,0.05,0.007396,-0.00262,-0.00107,0.001453,9e-06,18.0,gps_log_20260427_173621(Spoofed Fevik-Eydeham) (Real Stationary + walk),1,0.404361,4711.110263,700.335724
250426_160004.984,1,42.02,0.88,10,58.494801,8.846711,11.5,-2.072517,3.497429,0.007919,0.226335,0.05,0.007396,-0.00262,-0.00107,0.001453,9e-06,18.0,gps_log_20260427_173621(Spoofed Fevik-Eydeham) (Real Stationary + walk),1,0.404361,4711.110263,700.335724
250426_160004.984,1,42.02,0.88,10,58.494801,8.846711,11.5,-2.072517,3.497429,0.007919,0.226335,0.05,0.007396,-0.00262,-0.00107,0.001453,9e-06,18.0,gps_log_20260427_173621(Spoofed Fevik-Eydeham) (Real Stationary + walk),1,0.404361,4711.110263,700.335724
250426_160012.984,1,41.139999,0.82,11,58.49519,8.84788,11.9,-2.092807,3.492462,0.000982,0.026456,0.113691,0.000312,9.5e-05,0.000926,0.003462,2.3e-05,20.0,gps_log_20260427_173621(Spoofed Fevik-Eydeham) (Real Stationary + walk),1,0.409435,20753.524329,332.602567
250426_160014.000,1,41.139999,0.81,11,58.495251,8.848039,11.9,-2.079127,3.485781,0.015252,0.500544,0.127986,0.014703,0.000374,0.00404,0.003867,3e-05,23.0,gps_log_20260427_173621(Spoofed Fevik-Eydeham) (Real Stationary + walk),1,0.380895,2531.330134,298.146508
250426_160022.000,1,50.939999,0.81,11,58.4958,8.849517,12.0,-2.076757,3.474807,0.001783,0.046074,0.13171,0.001016,0.001231,-0.000794,0.003926,3.2e-05,23.0,gps_log_20260427_173621(Spoofed Fevik-Eydeham) (Real Stationary + walk),1,0.505834,18304.55338,359.465617
250426_160030.000,1,52.310001,0.81,11,58.49641,8.851123,17.1,-2.064955,3.477917,0.003336,0.046392,0.132294,-0.001448,0.003004,-6.5e-05,0.003927,3.1e-05,23.0,gps_log_20260427_173621(Spoofed Fevik-Eydeham) (Real Stationary + walk),1,0.516429,12065.373465,367.619821
250426_160039.016,1,39.990002,0.87,10,58.497181,8.852382,21.5,-2.056695,3.478098,0.0048,0.143926,0.131554,0.002488,0.004102,0.000149,0.003889,3.1e-05,23.0,gps_log_20260427_173621(Spoofed Fevik-Eydeham) (Real Stationary + walk),1,0.390299,6894.451757,282.507294
250426_160040.000,1,42.0,0.88,10,58.49728,8.852405,22.1,-2.095728,3.478356,0.005712,0.231722,0.115811,0.001779,0.005207,-0.001533,0.003873,3.4e-05,27.0,gps_log_20260427_173621(Spoofed Fevik-Eydeham) (Real Stationary + walk),1,0.408576,6257.311555,333.833814
250426_160048.000,1,46.200001,0.82,11,58.498192,8.852078,25.1,-2.082251,3.467677,0.001937,0.052245,0.116042,0.000579,-0.000401,0.001805,0.003821,3.3e-05,23.0,gps_log_20260427_173621(Spoofed Fevik-Eydeham) (Real Stationary + walk),1,0.458125,15728.364363,366.543594
250426_160048.984,1,46.599998,0.82,11,58.49831,8.852036,25.5,-2.075454,3.473617,0.00325,0.05435,0.093,-0.000117,0.002077,0.002496,0.003416,2.5e-05,19.0,gps_log_20260427_173621(Spoofed Fevik-Eydeham) (Real Stationary + walk),1,0.4595,10965.283842,452.427814
250426_160048.984,1,46.599998,0.82,11,58.49831,8.852036,25.5,-2.075454,3.473617,0.00325,0.05435,0.093,-0.000117,0.002077,0.002496,0.003416,2.5e-05,19.0,gps_log_20260427_173621(Spoofed Fevik-Eydeham) (Real Stationary + walk),1,0.4595,10965.283842,452.427814
250426_160056.984,1,46.599998,0.81,11,58.49929,8.852086,30.200001,-2.071871,3.470387,0.002769,0.08618,0.093352,0.001284,0.002428,0.000351,0.003455,2.5e-05,23.0,gps_log_20260427_173621(Spoofed Fevik-Eydeham) (Real Stationary + walk),1,0.460463,12365.339898,450.884728
250426_160056.984,1,46.599998,0.81,11,58.49929,8.852086,30.200001,-2.071871,3.470387,0.002769,0.08618,0.093352,0.001284,0.002428,0.000351,0.003455,2.5e-05,23.0,gps_log_20260427_173621(Spoofed Fevik-Eydeham) (Real Stationary + walk),1,0.460463,12365.339898,450.884728
250426_160056.984,1,46.599998,0.81,11,58.49929,8.852086,30.200001,-2.071871,3.470387,0.002769,0.08618,0.093352,0.001284,0.002428,0.000351,0.003455,2.5e-05,23.0,gps_log_20260427_173621(Spoofed Fevik-Eydeham) (Real Stationary + walk),1,0.460463,12365.339898,450.884728
250426_160056.984,1,46.599998,0.81,11,58.49929,8.852086,30.200001,-2.071871,3.470387,0.002769,0.08618,0.093352,0.001284,0.002428,0.000351,0.003455,2.5e-05,23.0,gps_log_20260427_173621(Spoofed Fevik-Eydeham) (Real Stationary + walk),1,0.460463,12365.339898,450.884728
250426_160058.000,1,52.369999,0.81,11,58.499409,8.85219,30.799999,-2.079845,3.468996,0.00214,0.049624,0.091701,0.00101,-0.001712,0.000794,0.003431,2.5e-05,17.0,gps_log_20260427_173621(Spoofed Fevik-Eydeham) (Real Stationary + walk),1,0.519419,16675.723476,514.940614
250426_160115.016,1,52.619999,0.81,11,58.501598,8.85283,34.799999,-2.094393,3.466949,0.000956,0.009046,0.042919,0.000653,0.000449,-0.000535,0.001233,8e-06,15.0,gps_log_20260427_173621(Spoofed Fevik-Eydeham) (Real Stationary + walk),1,0.524288,26901.690993,994.352169
250426_160132.984,1,44.27,0.82,11,58.5037,8.85364,26.700001,-2.121217,3.470825,0.002093,0.118667,0.036151,-0.000485,0.000115,-0.002033,0.00125,8e-06,12.0,gps_log_20260427_173621(Spoofed Fevik-Eydeham) (Real Stationary + walk),1,0.438514,14312.906242,959.251801
250426_160140.984,1,49.349998,0.82,11,58.503891,8.855386,16.0,-2.117364,3.469791,0.003222,0.092442,0.036589,-7e-06,0.002741,-0.001692,0.001267,9e-06,10.0,gps_log_20260427_173621(Spoofed Fevik-Eydeham) (Real Stationary + walk),1,0.487057,11690.041204,1059.258471
250426_160200.000,1,52.830002,0.99,10,58.504848,8.858869,1.5,-3.973217,5.623003,0.445914,2.395155,0.693055,-0.244831,-0.342886,-0.146034,0.135182,0.02154,10.0,gps_log_20260427_173621(Spoofed Fevik-Eydeham) (Real Stationary + walk),0,0.363527,118.210769,75.143448
250426_160208.984,1,33.25,0.99,10,58.505718,8.859934,-2.6,-4.161369,6.489189,0.175419,0.796239,0.812637,-0.119525,-0.074418,0.10463,0.13628,0.024863,10.0,gps_log_20260427_173621(Spoofed Fevik-Eydeham) (Real Stationary + walk),0,0.018337,188.472142,40.418778
250426_160218.000,1,36.630001,0.83,11,58.506031,8.861448,-1.7,-3.955279,5.413856,0.135126,2.41557,1.232812,0.101205,-0.086975,-0.02126,0.137793,0.031613,10.0,gps_log_20260427_173621(Spoofed Fevik-Eydeham) (Real Stationary + walk),0,0.096047,269.088185,29.473493
250426_160227.016,1,14.12,0.81,11,58.505791,8.862234,2.4,-5.596336,3.924184,0.087273,2.712039,1.414521,-0.037926,-0.061708,0.048686,0.132113,0.043716,14.0,gps_log_20260427_173621(Spoofed Fevik-Eydeham) (Real Stationary + walk),0,0.033346,159.958131,9.912106
250426_160235.016,1,39.73,0.83,11,58.505039,8.861665,4.1,-5.708723,3.681503,0.080071,1.992181,1.365646,0.030528,-0.066328,-0.032864,0.106815,0.050478,12.0,gps_log_20260427_173621(Spoofed Fevik-Eydeham) (Real Stationary + walk),0,0.237157,490.061633,28.880976
250426_160236.000,1,41.650002,0.81,11,58.50494,8.861691,4.2,-5.776497,3.12893,0.11101,2.479181,1.342631,0.019963,-0.044755,0.099608,0.077625,0.037279,14.0,gps_log_20260427_173621(Spoofed Fevik-Eydeham) (Real Stationary + walk),0,0.19448,371.841813,30.791835
250426_160244.000,1,40.009998,0.97,9,58.50425,8.862461,3.4,-6.067467,3.87408,0.400911,5.209951,1.433858,-0.143151,0.24349,0.284517,0.079024,0.041657,16.0,gps_log_20260427_173621(Spoofed Fevik-Eydeham) (Real Stationary + walk),0,0.401721,99.549464,27.710479
250426_160244.984,1,40.049999,1.04,8,58.5042,8.862623,3.2,-6.696855,4.17491,0.249827,3.107273,1.389882,-0.118426,-0.064314,0.210363,0.083605,0.041176,14.0,gps_log_20260427_173621(Spoofed Fevik-Eydeham) (Real Stationary + walk),0,0.099154,159.671852,28.609545
250426_160252.984,1,40.049999,0.97,9,58.503731,8.863943,-0.7,-6.737043,4.408079,0.240888,1.796153,1.408612,-0.059449,-0.067649,-0.22342,0.079451,0.037346,16.0,gps_log_20260427_173621(Spoofed Fevik-Eydeham) (Real Stationary + walk),0,0.081276,165.572402,28.231818
250426_160254.000,1,38.360001,0.97,9,58.503658,8.864054,-1.0,-6.469923,4.981506,0.250459,3.751638,1.713716,-0.033008,-0.048901,-0.243411,0.085071,0.042136,16.0,gps_log_20260427_173621(Spoofed Fevik-Eydeham) (Real Stationary + walk),0,0.117319,152.549424,22.254249
250426_160302.000,1,49.130001,0.83,11,58.502762,8.863824,-1.3,-6.692359,5.004208,0.291378,1.953501,1.736069,0.06357,-0.165316,-0.231368,0.087339,0.047327,14.0,gps_log_20260427_173621(Spoofed Fevik-Eydeham) (Real Stationary + walk),0,0.091457,168.035633,28.137486
250426_160303.016,1,49.830002,0.83,11,58.50264,8.863764,-0.9,-7.846265,4.570764,0.244541,1.869053,1.667386,0.04498,-0.119992,0.208277,0.076572,0.042821,16.0,gps_log_20260427_173621(Spoofed Fevik-Eydeham) (Real Stationary + walk),0,0.009217,202.939352,29.706931
250426_160311.016,1,42.84,0.83,11,58.50172,8.863544,0.6,-8.179096,3.797123,0.107772,3.767556,1.746286,0.04825,0.096362,-0.001085,0.076028,0.047274,16.0,gps_log_20260427_173621(Spoofed Fevik-Eydeham) (Real Stationary + walk),0,0.212856,393.852007,24.392385
250426_160319.016,1,33.400002,0.83,11,58.500992,8.863646,1.9,-7.928375,2.997288,0.365469,2.953105,1.63336,0.271876,0.060181,0.236704,0.067225,0.048991,15.0,gps_log_20260427_173621(Spoofed Fevik-Eydeham) (Real Stationary + walk),0,0.396937,91.140111,20.32421
250426_160320.000,1,34.34,0.83,11,58.500912,8.863682,2.6,-7.449991,2.589098,0.193988,1.05732,1.671696,0.082899,0.081498,-0.155298,0.074322,0.050069,15.0,gps_log_20260427_173621(Spoofed Fevik-Eydeham) (Real Stationary + walk),0,0.044577,176.11299,20.419857
250426_160328.000,1,37.189999,0.82,11,58.50024,8.863988,4.7,-6.899374,2.839658,0.199758,2.93458,1.784143,0.005799,0.13908,-0.14327,0.080633,0.047632,15.0,gps_log_20260427_173621(Spoofed Fevik-Eydeham) (Real Stationary + walk),0,0.027616,185.247841,20.72856
250426_160336.984,1,23.57,0.82,11,58.499748,8.864581,8.7,-6.970892,2.098805,0.227866,2.20809,1.891124,-0.022143,-0.04526,-0.222225,0.084618,0.047097,15.0,gps_log_20260427_173621(Spoofed Fevik-Eydeham) (Real Stationary + walk),0,0.220032,102.985948,12.397929
250426_160338.000,1,22.0,0.83,11,58.499771,8.864698,8.4,-6.625095,1.23957,0.151837,6.650173,1.965198,0.088798,-0.076087,-0.096852,0.095858,0.05475,16.0,gps_log_20260427_173621(Spoofed Fevik-Eydeham) (Real Stationary + walk),0,0.083675,143.943859,11.138125
250426_160346.000,1,40.279999,0.89,10,58.499771,8.86594,7.4,-7.18997,1.155322,0.164624,0.668219,1.967166,0.029795,-0.107159,0.121369,0.100246,0.04934,16.0,gps_log_20260427_173621(Spoofed Fevik-Eydeham) (Real Stationary + walk),0,0.073551,243.200884,20.372593
250426_160347.016,1,40.919998,0.89,10,58.499771,8.866132,7.5,-6.962057,0.443672,0.102551,1.795093,1.943289,0.043259,0.067358,-0.064095,0.096925,0.045492,16.0,gps_log_20260427_173621(Spoofed Fevik-Eydeham) (Real Stationary + walk),0,0.204099,395.168867,20.949278
250426_160355.016,1,41.82,1.23,9,58.499611,8.867805,5.7,-6.119473,-0.457846,0.282309,1.450622,2.268089,0.208579,-0.002564,0.190228,0.102965,0.052392,16.0,gps_log_20260427_173621(Spoofed Fevik-Eydeham) (Real Stationary + walk),0,0.146417,147.612865,18.357495
250426_160356.000,1,41.91,1.23,9,58.49958,8.868006,5.1,-6.742699,-2.464971,0.3009,1.372319,2.096918,0.050375,-0.029685,0.295165,0.101124,0.052181,16.0,gps_log_20260427_173621(Spoofed Fevik-Eydeham) (Real Stationary + walk),0,0.182701,138.820645,19.891613
250426_160404.000,1,40.529999,1.23,9,58.49921,8.869373,3.8,-6.436878,-2.42435,0.100663,3.238212,2.029798,0.00975,-0.041922,0.090997,0.096365,0.054141,16.0,gps_log_20260427_173621(Spoofed Fevik-Eydeham) (Real Stationary + walk),0,0.203974,398.670927,19.869618
250426_160404.984,1,38.869999,1.23,9,58.499149,8.869528,3.4,-6.551821,-3.170374,0.394401,2.5339,2.173137,0.116436,-0.039628,0.374732,0.093754,0.064045,16.0,gps_log_20260427_173621(Spoofed Fevik-Eydeham) (Real Stationary + walk),0,0.400101,98.305333,17.804652
250426_160412.984,1,26.6,0.88,10,58.498909,8.87063,3.5,-6.569947,-3.501441,0.141176,3.197587,2.330084,-0.085468,-0.073296,-0.085169,0.088452,0.065117,16.0,gps_log_20260427_173621(Spoofed Fevik-Eydeham) (Real Stationary + walk),0,0.016353,187.091449,11.367114
250426_160412.984,1,26.6,0.88,10,58.498909,8.87063,3.5,-6.569947,-3.501441,0.141176,3.197587,2.330084,-0.085468,-0.073296,-0.085169,0.088452,0.065117,16.0,gps_log_20260427_173621(Spoofed Fevik-Eydeham) (Real Stationary + walk),0,0.016353,187.091449,11.367114
250426_160412.984,1,26.6,0.88,10,58.498909,8.87063,3.5,-6.569947,-3.501441,0.141176,3.197587,2.330084,-0.085468,-0.073296,-0.085169,0.088452,0.065117,16.0,gps_log_20260427_173621(Spoofed Fevik-Eydeham) (Real Stationary + walk),0,0.016353,187.091449,11.367114
250426_160412.984,1,26.6,0.88,10,58.498909,8.87063,3.5,-6.569947,-3.501441,0.141176,3.197587,2.330084,-0.085468,-0.073296,-0.085169,0.088452,0.065117,16.0,gps_log_20260427_173621(Spoofed Fevik-Eydeham) (Real Stationary + walk),0,0.016353,187.091449,11.367114
250426_160414.000,1,26.719999,0.88,10,58.49889,8.870757,3.4,-6.360245,-4.147602,0.201756,0.952072,2.446883,0.091822,-0.032295,-0.176723,0.090545,0.059878,14.0,gps_log_20260427_173621(Spoofed Fevik-Eydeham) (Real Stationary + walk),0,0.136312,131.784003,10.875568
250426_160422.000,1,29.77,0.87,10,58.498791,8.871872,3.1,-6.281552,-4.709916,0.228673,2.426346,2.480793,-0.041386,0.036343,-0.22194,0.09236,0.063825,14.0,gps_log_20260427_173621(Spoofed Fevik-Eydeham) (Real Stationary + walk),0,0.159645,129.619324,11.952018
250426_160440.984,1,31.719999,0.93,10,58.498379,8.874592,-2.7,-6.663672,-5.888916,0.459631,4.145378,2.560935,0.337128,-0.102526,0.295117,0.095933,0.059164,14.0,gps_log_20260427_173621(Spoofed Fevik-Eydeham) (Real Stationary + walk),0,0.602061,68.862109,12.337923
250426_160448.984,1,38.75,0.83,11,58.498371,8.87578,-3.4,-7.044642,-6.084246,0.218585,2.138635,2.332108,0.039867,-0.026647,0.21326,0.084021,0.048203,14.0,gps_log_20260427_173621(Spoofed Fevik-Eydeham) (Real Stationary + walk),0,0.04967,176.469106,16.544923
250426_160456.984,1,26.120001,0.83,11,58.49873,8.876994,-1.5,-7.180461,-6.922604,0.351287,2.555341,1.743482,0.09558,0.057823,0.333052,0.084302,0.050036,14.0,gps_log_20260427_173621(Spoofed Fevik-Eydeham) (Real Stationary + walk),0,0.441374,74.144112,14.89608
250426_160458.000,1,26.780001,0.83,11,58.498741,8.87712,-1.4,-7.530324,-5.950681,0.318728,2.894216,1.675315,-0.116531,-0.056043,-0.29132,0.074941,0.049799,14.0,gps_log_20260427_173621(Spoofed Fevik-Eydeham) (Real Stationary + walk),0,0.369656,83.758752,15.890209
250426_160506.000,1,22.879999,0.93,10,58.4991,8.877394,-1.7,-7.240352,-5.943315,0.32608,0.883796,1.74214,0.089976,0.042746,0.310492,0.077082,0.051455,11.0,gps_log_20260427_173621(Spoofed Fevik-Eydeham) (Real Stationary + walk),0,0.42336,69.952323,13.058319
250426_160507.016,1,32.220001,0.93,10,58.499149,8.877172,-1.4,-6.890725,-5.467843,0.185795,4.120054,1.599777,0.073507,0.163817,0.047753,0.06999,0.049294,13.0,gps_log_20260427_173621(Spoofed Fevik-Eydeham) (Real Stationary + walk),0,0.049389,172.489009,20.0152
250426_160516.000,1,57.240002,0.93,10,58.499802,8.87539,-2.0,-6.567247,-5.561614,0.13604,3.563921,1.665145,-0.077471,-0.037182,0.105464,0.071822,0.052231,13.0,gps_log_20260427_173621(Spoofed Fevik-Eydeham) (Real Stationary + walk),0,0.300319,417.687137,34.170177
250426_160524.000,1,45.23,0.93,10,58.500549,8.874015,-2.8,-7.523542,-5.133515,0.286827,4.17744,1.592104,-0.127132,-0.091486,-0.240286,0.074125,0.050033,15.0,gps_log_20260427_173621(Spoofed Fevik-Eydeham) (Real Stationary + walk),0,0.121354,157.143054,28.231628
250426_160524.984,1,43.610001,0.93,10,58.500648,8.873921,-3.0,-7.67233,-5.255919,0.224234,1.191853,1.574027,-0.038335,-0.045723,-0.216149,0.071029,0.049805,15.0,gps_log_20260427_173621(Spoofed Fevik-Eydeham) (Real Stationary + walk),0,0.012367,193.621218,27.5311
250426_160532.984,1,14.34,0.83,11,58.50119,8.873708,-1.8,-6.928608,-4.798133,0.179435,9.103811,1.915579,0.007716,0.048405,-0.17261,0.068786,0.052954,16.0,gps_log_20260427_173621(Spoofed Fevik-Eydeham) (Real Stationary + walk),0,0.215469,79.474742,7.447111
