utc,Label,Speed,HDOP,Satelites,Latitude,Longitude,Altitude,Roll Degrees,Pitch Degrees,Dynamic Magnitude,Jerk,Jerk Std,Acceleration X,Acceleration Y,Acceleration Z,Standard Deviation,Energy,Zero Crossings,session_id,motion_disagreement,motion_mismatch,speed_per_dyn_mag,speed_per_jerk_std
250426_161455.016,1,30.620001,0.86,11,58.486462,8.803099,35.099998,-7.252285,15.24458,0.154371,0.87488,1.025426,-0.1416,-0.032087,0.052444,0.052339,0.010379,20.0,gps_log_20260425_184755 (Spoof Fevik-Eydeham)(Real Fevik-Tromøya),0,0.002542,197.076386,29.572376
250426_161456.000,1,32.360001,0.86,11,58.486481,8.802953,35.299999,-7.167629,15.443811,0.036983,3.172207,1.041772,-0.018827,0.031091,0.00683,0.048948,0.008957,18.0,gps_log_20260425_184755 (Spoof Fevik-Eydeham)(Real Fevik-Tromøya),1,0.249635,851.966577,30.767139
250426_161504.000,1,68.709999,0.9,10,58.487221,8.801515,33.799999,-6.301383,15.705886,0.136663,1.01636,1.021924,-0.057636,0.118901,0.034892,0.043257,0.010264,18.0,gps_log_20260425_184755 (Spoof Fevik-Eydeham)(Real Fevik-Tromøya),0,0.413773,499.116468,66.584343
250426_161512.000,1,83.879997,1.47,8,58.488689,8.801243,26.4,-5.417833,15.617397,0.101972,3.77073,1.041085,-0.034855,0.062403,0.072728,0.039733,0.011729,20.0,gps_log_20260425_184755 (Spoof Fevik-Eydeham)(Real Fevik-Tromøya),0,0.634855,814.587999,79.803212
250426_161512.984,1,83.940002,1.47,8,58.488911,8.801315,25.5,-5.158779,13.258672,0.088618,0.768542,0.982527,-0.040088,0.078991,-0.002561,0.073466,0.021601,18.0,gps_log_20260425_184755 (Spoof Fevik-Eydeham)(Real Fevik-Tromøya),0,0.662164,936.640788,84.571977
250426_161520.984,1,79.150002,0.88,10,58.49057,8.801477,24.5,-6.736637,15.020222,0.260375,0.798704,1.014059,0.203794,-0.159914,-0.026279,0.094307,0.035829,18.0,gps_log_20260425_184755 (Spoof Fevik-Eydeham)(Real Fevik-Tromøya),0,0.27075,302.821389,77.290474
250426_161522.000,1,79.599998,0.96,9,58.490768,8.801593,24.6,-9.01181,13.178554,0.236999,0.888917,0.994432,0.104934,-0.212481,0.003034,0.103248,0.051716,18.0,gps_log_20260425_184755 (Spoof Fevik-Eydeham)(Real Fevik-Tromøya),0,0.322002,334.455362,79.248761
250426_161530.000,1,79.120003,0.87,10,58.49213,8.803415,28.6,-9.879128,12.627662,0.042304,1.437393,0.962022,0.039222,-0.001682,-0.015763,0.100128,0.052628,19.0,gps_log_20260425_184755 (Spoof Fevik-Eydeham)(Real Fevik-Tromøya),0,0.706591,1827.069735,81.397322
250426_161539.016,1,77.25,0.9,10,58.493778,8.804321,36.200001,-10.01967,12.405984,0.097564,1.133582,1.022049,-0.005326,-0.061365,0.075661,0.107105,0.051267,19.0,gps_log_20260425_184755 (Spoof Fevik-Eydeham)(Real Fevik-Tromøya),0,0.577373,783.757882,74.851066
250426_161547.016,1,77.559998,1.57,8,58.495312,8.803679,43.900002,-10.772251,10.364052,0.145804,2.038097,0.945108,-0.011931,-0.078174,0.122496,0.096837,0.039568,21.0,gps_log_20260425_184755 (Spoof Fevik-Eydeham)(Real Fevik-Tromøya),0,0.483992,528.323077,81.205449
250426_161548.000,1,77.089996,1.57,8,58.495499,8.80363,45.0,-11.059295,9.317456,0.1916,0.951614,0.882962,0.187052,-0.022642,-0.03478,0.091762,0.03243,23.0,gps_log_20260425_184755 (Spoof Fevik-Eydeham)(Real Fevik-Tromøya),0,0.3877,400.259194,86.330681
250426_161556.000,1,76.800003,0.87,10,58.497051,8.803704,51.5,-11.217813,9.914686,0.15871,1.356763,0.924405,-0.1266,-0.071278,0.063881,0.047705,0.015471,23.0,gps_log_20260425_184755 (Spoof Fevik-Eydeham)(Real Fevik-Tromøya),0,0.45058,480.871321,82.191383
250426_161556.984,1,73.379997,0.91,10,58.497231,8.803629,51.5,-11.308353,10.748233,0.156301,1.780751,1.030057,-0.151398,0.030298,-0.0243,0.04532,0.016333,27.0,gps_log_20260425_184755 (Spoof Fevik-Eydeham)(Real Fevik-Tromøya),0,0.421198,466.494755,70.55381
250426_161604.984,1,61.25,0.9,10,58.49839,8.802303,58.299999,-10.866953,10.751133,0.137825,2.013068,1.339492,0.13574,0.010051,-0.021667,0.047459,0.016521,29.0,gps_log_20260425_184755 (Spoof Fevik-Eydeham)(Real Fevik-Tromøya),0,0.33685,441.203151,45.387463
250426_161612.984,1,56.68,0.88,10,58.49897,8.800424,62.0,-10.324428,10.748409,0.046669,1.02935,1.484535,0.0412,0.00864,-0.020147,0.04856,0.015132,29.0,gps_log_20260425_184755 (Spoof Fevik-Eydeham)(Real Fevik-Tromøya),0,0.473462,1189.03311,37.924828
250426_161614.000,1,56.68,0.9,10,58.499031,8.800191,62.400002,-10.020824,10.659718,0.052877,1.36796,1.476203,-0.019802,0.034152,0.035178,0.048379,0.012941,29.0,gps_log_20260425_184755 (Spoof Fevik-Eydeham)(Real Fevik-Tromøya),0,0.461046,1052.023124,38.137462
250426_161622.000,1,28.57,0.86,11,58.499439,8.799035,63.099998,-9.579457,10.583167,0.122956,2.325376,1.571683,0.085268,0.070546,-0.053579,0.049368,0.012494,25.0,gps_log_20260425_184755 (Spoof Fevik-Eydeham)(Real Fevik-Tromøya),0,0.039789,230.485617,18.063033
250426_161639.016,1,28.23,0.96,10,58.49968,8.795832,66.199997,-7.824211,11.031703,0.185367,3.772699,1.373696,-0.075891,0.14979,0.078513,0.050101,0.013621,19.0,gps_log_20260425_184755 (Spoof Fevik-Eydeham)(Real Fevik-Tromøya),0,0.088434,151.475467,20.401877
250426_161640.000,1,27.85,0.96,10,58.49971,8.7957,66.099998,-5.170096,11.25187,0.179953,1.002487,1.341592,-0.036205,0.172611,0.035746,0.058285,0.020354,17.0,gps_log_20260425_184755 (Spoof Fevik-Eydeham)(Real Fevik-Tromøya),0,0.081406,153.907502,20.605328
250426_161648.984,1,27.959999,0.86,11,58.499722,8.794561,67.900002,-4.99606,9.202039,0.174612,1.910303,1.244598,0.172841,-0.015422,-0.019427,0.065825,0.027355,15.0,gps_log_20260425_184755 (Spoof Fevik-Eydeham)(Real Fevik-Tromøya),0,0.069624,159.214478,22.28603
250426_161704.984,1,38.779999,0.82,11,58.50098,8.793531,68.800011,-4.795869,11.15897,0.474837,2.665932,1.329433,-0.472961,-0.040271,0.012488,0.097156,0.042512,13.0,gps_log_20260425_184755 (Spoof Fevik-Eydeham)(Real Fevik-Tromøya),0,0.561873,81.498549,28.952541
250426_161706.000,1,37.009998,0.94,10,58.501068,8.793494,68.300003,-7.535475,10.572213,0.254407,0.692783,1.162673,0.192084,-0.164833,0.025624,0.112733,0.071279,15.0,gps_log_20260425_184755 (Spoof Fevik-Eydeham)(Real Fevik-Tromøya),0,0.138714,144.905973,31.560368
250426_161714.000,1,23.209999,0.87,11,58.501411,8.793152,66.300011,-8.800308,10.25736,0.095998,0.876673,1.124695,0.053761,-0.07937,-0.005072,0.116638,0.070438,15.0,gps_log_20260425_184755 (Spoof Fevik-Eydeham)(Real Fevik-Tromøya),0,0.040104,239.283761,20.45483
250426_161715.016,1,24.120001,0.82,11,58.501381,8.793047,66.099998,-9.127018,10.145287,0.050274,0.196274,0.968044,0.030806,-0.020202,-0.034209,0.135081,0.06443,15.0,gps_log_20260425_184755 (Spoof Fevik-Eydeham)(Real Fevik-Tromøya),0,0.140653,470.416849,24.661468
250426_161723.016,1,71.690002,0.94,10,58.500648,8.791912,64.699997,-9.100676,10.022264,0.055315,1.125434,1.10521,0.053389,0.001666,0.014371,0.143528,0.056005,17.0,gps_log_20260425_184755 (Spoof Fevik-Eydeham)(Real Fevik-Tromøya),0,0.60627,1273.020605,64.283855
250426_161731.016,1,94.070007,0.83,10,58.499851,8.788907,63.400002,-8.731735,10.387096,0.025824,0.695674,1.007302,0.003939,0.003871,-0.025227,0.094564,0.024698,19.0,gps_log_20260425_184755 (Spoof Fevik-Eydeham)(Real Fevik-Tromøya),1,0.889052,3506.936172,92.470064
250426_161732.000,1,96.099998,0.9,10,58.499771,8.788464,63.400002,-7.694167,10.827668,0.089686,1.683082,1.013096,-0.00815,0.081781,-0.035904,0.046134,0.009819,21.0,gps_log_20260425_184755 (Spoof Fevik-Eydeham)(Real Fevik-Tromøya),0,0.781627,1059.69728,93.930558
250426_161740.000,1,103.559998,0.82,11,58.499081,8.78484,62.0,-6.051563,10.997673,0.140124,1.520325,1.073452,-0.054238,0.112709,0.063164,0.046017,0.011663,23.0,gps_log_20260425_184755 (Spoof Fevik-Eydeham)(Real Fevik-Tromøya),0,0.755352,733.823376,95.583343
250426_161758.000,1,106.93,0.82,11,58.497269,8.776484,69.0,-3.5636,11.475871,0.139665,0.926942,0.9062,0.010181,0.137205,0.024027,0.047714,0.016723,21.0,gps_log_20260425_184755 (Spoof Fevik-Eydeham)(Real Fevik-Tromøya),0,0.789971,760.176375,116.710319
250426_161806.000,1,103.739998,0.89,10,58.495991,8.773298,70.699997,-2.240895,10.956594,0.112911,1.315999,0.871728,0.076989,0.080843,0.016908,0.042561,0.019215,21.0,gps_log_20260425_184755 (Spoof Fevik-Eydeham)(Real Fevik-Tromøya),0,0.811578,910.712338,117.655289
250426_161807.016,1,104.230003,0.89,10,58.4958,8.772938,70.900002,-2.80885,9.363676,0.21771,2.113297,0.828811,0.210154,-0.053281,0.019849,0.042877,0.024828,20.0,gps_log_20260425_184755 (Spoof Fevik-Eydeham)(Real Fevik-Tromøya),0,0.606881,476.567899,124.259251
250426_161815.016,1,103.75,0.99,9,58.49424,8.770367,70.699997,-3.870974,11.872792,0.297916,3.028198,0.956678,-0.292688,-0.014024,-0.053765,0.062774,0.035526,14.0,gps_log_20260425_184755 (Spoof Fevik-Eydeham)(Real Fevik-Tromøya),0,0.441668,347.087586,107.326324
250426_161823.016,1,109.639999,0.83,11,58.49242,8.768145,65.900002,-4.637373,16.372103,0.467524,2.559968,1.209297,-0.463749,-0.043893,0.039861,0.090637,0.058733,8.0,gps_log_20260425_184755 (Spoof Fevik-Eydeham)(Real Fevik-Tromøya),0,0.161352,234.011494,89.920671
250426_161824.000,1,111.940002,0.82,11,58.492168,8.767879,65.5,-5.148082,18.603302,0.317269,1.596196,1.264864,-0.2964,-0.047728,0.102609,0.090757,0.067265,10.0,gps_log_20260425_184755 (Spoof Fevik-Eydeham)(Real Fevik-Tromøya),0,0.484862,351.714806,87.805457
250426_161832.000,1,111.980003,0.87,11,58.49025,8.76564,63.700001,-5.795214,13.163566,0.265918,2.688323,1.359643,0.22456,-0.062374,-0.128043,0.10252,0.092154,6.0,gps_log_20260425_184755 (Spoof Fevik-Eydeham)(Real Fevik-Tromøya),0,0.587963,419.529018,81.758528
250426_161832.984,1,111.980003,0.91,10,58.490009,8.765365,63.599998,-7.093992,12.455845,0.063158,2.667306,1.589036,0.032257,-0.053492,-0.009326,0.098876,0.093232,7.0,gps_log_20260425_184755 (Spoof Fevik-Eydeham)(Real Fevik-Tromøya),0,0.993485,1745.385797,70.029675
250426_161840.984,1,115.0,0.83,11,58.488079,8.76309,58.599998,-7.715375,10.358459,0.30234,1.834278,1.791189,0.289288,-0.010256,0.087275,0.105336,0.082582,13.0,gps_log_20260425_184755 (Spoof Fevik-Eydeham)(Real Fevik-Tromøya),0,0.54532,379.112322,63.846729
250426_161842.000,1,114.910004,0.87,11,58.487839,8.762802,57.900002,-9.481044,7.943117,0.275673,1.842142,1.933262,0.153388,-0.193741,-0.122197,0.10275,0.07373,17.0,gps_log_20260425_184755 (Spoof Fevik-Eydeham)(Real Fevik-Tromøya),0,0.597754,415.327807,59.132533
250426_161850.000,1,114.580002,0.82,11,58.485882,8.760492,54.099998,-10.061732,8.677472,0.042131,2.693056,1.919082,-0.028367,-0.028082,-0.013483,0.110502,0.066073,21.0,gps_log_20260425_184755 (Spoof Fevik-Eydeham)(Real Fevik-Tromøya),0,1.061537,2656.527729,59.39613
250426_161858.000,1,107.510002,0.83,11,58.484001,8.758268,49.700001,-10.591735,9.931666,0.108768,3.868513,1.928977,-0.016431,-0.028294,0.10373,0.081996,0.040354,23.0,gps_log_20260425_184755 (Spoof Fevik-Eydeham)(Real Fevik-Tromøya),0,0.857564,979.427955,55.446754
250426_161859.016,1,107.440002,0.87,11,58.483768,8.758001,49.099998,-9.905622,10.732597,0.207542,1.697537,1.79522,-0.158966,0.094488,-0.094211,0.082102,0.03766,21.0,gps_log_20260425_184755 (Spoof Fevik-Eydeham)(Real Fevik-Tromøya),0,0.659316,515.196501,59.516277
250426_161940.984,1,79.800003,1.42,7,58.475521,8.74671,80.900002,-9.599474,14.079419,0.254875,2.701794,1.258472,-0.241867,-0.015824,0.078813,0.066941,0.031913,21.0,gps_log_20260425_184755 (Spoof Fevik-Eydeham)(Real Fevik-Tromøya),0,0.28825,311.870965,62.910328
250426_161942.000,1,79.800003,1.2,8,58.47546,8.746305,66.900002,-9.816044,15.668173,0.09242,2.919445,1.292928,-0.072758,0.020875,0.053028,0.066016,0.030563,23.0,gps_log_20260425_184755 (Spoof Fevik-Eydeham)(Real Fevik-Tromøya),0,0.61316,854.204894,61.24665
250426_161950.000,1,81.050003,0.95,10,58.474331,8.744226,41.400002,-9.754086,16.765001,0.139874,2.330075,1.385125,0.13928,0.004995,-0.011876,0.072632,0.034842,24.0,gps_log_20260425_184755 (Spoof Fevik-Eydeham)(Real Fevik-Tromøya),0,0.530752,575.336375,58.095173
250426_161951.016,1,80.050003,0.83,11,58.474152,8.744027,41.400002,-9.46714,14.860028,0.261261,1.338328,1.372905,0.25474,0.001318,-0.057995,0.071309,0.03879,22.0,gps_log_20260425_184755 (Spoof Fevik-Eydeham)(Real Fevik-Tromøya),0,0.277978,305.230071,57.885385
250426_162000.000,1,90.169998,0.85,10,58.472408,8.742502,42.799999,-9.829103,13.077859,0.226581,0.639138,1.404254,0.217393,-0.062077,-0.015022,0.06853,0.036853,26.0,gps_log_20260425_184755 (Spoof Fevik-Eydeham)(Real Fevik-Tromøya),0,0.448538,396.210456,63.757985
250426_162016.984,1,85.989998,0.9,10,58.469181,8.738915,52.400002,-9.885114,12.503577,0.150674,1.438439,1.314261,-0.078691,0.073278,0.105549,0.072804,0.030542,24.0,gps_log_20260425_184755 (Spoof Fevik-Eydeham)(Real Fevik-Tromøya),0,0.558553,566.940719,64.93433
250426_162024.984,1,83.089996,0.83,11,58.467838,8.736887,56.0,-9.443043,12.57228,0.071008,1.373477,1.295318,-0.070757,-0.004971,0.003283,0.065227,0.023855,24.0,gps_log_20260425_184755 (Spoof Fevik-Eydeham)(Real Fevik-Tromøya),0,0.688884,1153.903507,63.654966
250426_162026.000,1,83.089996,0.83,11,58.46769,8.736631,56.099998,-10.374567,12.325815,0.215664,1.210939,1.319792,0.18907,-0.103101,-0.01156,0.068079,0.02715,22.0,gps_log_20260425_184755 (Spoof Fevik-Eydeham)(Real Fevik-Tromøya),0,0.399572,383.497328,62.483457
250426_162034.000,1,83.269997,0.83,11,58.466438,8.734527,54.299999,-11.334558,12.007524,0.09613,0.626171,1.324046,-0.0263,-0.069164,-0.061365,0.064987,0.024821,27.0,gps_log_20260425_184755 (Spoof Fevik-Eydeham)(Real Fevik-Tromøya),0,0.640439,857.301596,62.419145
250426_162035.016,1,81.290009,0.83,11,58.466301,8.73425,54.200001,-11.48578,12.40521,0.098353,1.827371,1.350526,0.043914,0.03465,-0.080897,0.058292,0.016682,23.0,gps_log_20260425_184755 (Spoof Fevik-Eydeham)(Real Fevik-Tromøya),0,0.616194,818.19375,59.748952
250426_162043.016,1,84.19001,0.9,10,58.465092,8.732049,52.799999,-10.912192,12.925779,0.085262,1.615032,1.336718,-0.078291,-0.009948,0.032267,0.057622,0.016117,23.0,gps_log_20260425_184755 (Spoof Fevik-Eydeham)(Real Fevik-Tromøya),0,0.671377,975.983299,62.514936
250426_162044.000,1,84.269997,0.94,10,58.464958,8.731736,52.400002,-10.61605,13.062697,0.071759,1.42896,1.427346,-0.067107,-0.021147,-0.014099,0.06347,0.015599,21.0,gps_log_20260425_184755 (Spoof Fevik-Eydeham)(Real Fevik-Tromøya),0,0.699182,1158.208602,58.628878
250426_162052.000,1,85.879997,0.88,11,58.463921,8.729172,49.900002,-10.033054,13.270455,0.097231,0.850537,1.539044,-0.072208,0.061246,-0.022112,0.054355,0.011517,22.0,gps_log_20260425_184755 (Spoof Fevik-Eydeham)(Real Fevik-Tromøya),0,0.664338,874.264335,55.440652
250426_162052.984,1,86.599998,0.83,11,58.463799,8.728842,49.700001,-9.290616,13.205301,0.109609,2.718798,1.50302,-0.062355,0.078434,0.044429,0.055195,0.011635,22.0,gps_log_20260425_184755 (Spoof Fevik-Eydeham)(Real Fevik-Tromøya),0,0.646783,782.94114,57.236531
250426_162100.984,1,89.110001,0.83,11,58.462818,8.726047,46.299999,-8.951409,12.68899,0.127082,1.880328,1.564672,-0.041101,0.074029,0.094765,0.058727,0.012837,24.0,gps_log_20260425_184755 (Spoof Fevik-Eydeham)(Real Fevik-Tromøya),0,0.636936,695.725424,56.589576
250426_162102.000,1,89.639999,0.88,11,58.462688,8.725684,46.099998,-8.185356,12.915819,0.160487,3.907482,1.495841,0.041331,0.054782,-0.145075,0.05522,0.01431,22.0,gps_log_20260425_184755 (Spoof Fevik-Eydeham)(Real Fevik-Tromøya),0,0.575425,555.089441,59.528196
250426_162111.016,1,75.290001,0.83,11,58.461658,8.722437,46.200001,-7.464478,13.321169,0.099422,1.289323,1.406481,-0.014999,0.090902,-0.037373,0.05324,0.015109,21.0,gps_log_20260425_184755 (Spoof Fevik-Eydeham)(Real Fevik-Tromøya),0,0.554055,749.732393,53.152848
250426_162119.016,1,89.400009,0.83,11,58.460819,8.719831,46.200001,-5.451172,13.392882,0.12579,0.998578,1.352764,0.036875,0.110906,0.04651,0.052066,0.019317,21.0,gps_log_20260425_184755 (Spoof Fevik-Eydeham)(Real Fevik-Tromøya),0,0.642419,705.100678,65.60198
250426_162120.000,1,86.430008,0.83,11,58.46069,8.719481,46.200001,-4.876209,12.128084,0.126225,0.644635,1.302024,0.124559,0.017146,0.011132,0.049936,0.020364,15.0,gps_log_20260425_184755 (Spoof Fevik-Eydeham)(Real Fevik-Tromøya),0,0.61185,679.34651,65.875301
250426_162128.000,1,82.650002,0.92,10,58.45977,8.716777,42.5,-4.326709,10.140185,0.093531,2.784901,1.380583,0.072143,0.010778,0.058542,0.045214,0.02503,11.0,gps_log_20260425_184755 (Spoof Fevik-Eydeham)(Real Fevik-Tromøya),0,0.639439,874.320672,59.435497
250426_162136.000,1,80.379997,0.83,11,58.458759,8.714295,40.099998,-4.564732,11.813333,0.304672,2.927002,1.215288,-0.301459,0.043636,-0.006589,0.071139,0.030709,13.0,gps_log_20260425_184755 (Spoof Fevik-Eydeham)(Real Fevik-Tromøya),0,0.194456,262.9618,65.600918
250426_162136.984,1,83.089996,0.83,11,58.458618,8.714001,40.0,-4.758125,14.54655,0.212687,2.447563,1.183442,-0.167312,-0.046073,-0.122963,0.087123,0.042774,8.0,gps_log_20260425_184755 (Spoof Fevik-Eydeham)(Real Fevik-Tromøya),0,0.405525,388.839299,69.622149
250426_162144.984,1,81.699997,0.83,11,58.45747,8.711759,35.5,-6.966458,13.50456,0.259886,2.776704,1.199883,0.130069,-0.207906,-0.086013,0.08763,0.04566,12.0,gps_log_20260425_184755 (Spoof Fevik-Eydeham)(Real Fevik-Tromøya),0,0.297228,313.163346,67.527162
250426_162146.000,1,80.339989,0.83,11,58.457321,8.711515,35.299999,-8.35377,12.991462,0.072253,0.83963,0.990188,-0.016141,-0.055263,-0.043657,0.094163,0.043615,12.0,gps_log_20260425_184755 (Spoof Fevik-Eydeham)(Real Fevik-Tromøya),0,0.658893,1096.741996,80.324892
250426_162154.000,1,79.910011,0.88,11,58.456001,8.709824,33.900002,-8.008534,13.324716,0.043419,2.201125,1.018628,-0.015453,0.033436,0.022988,0.104412,0.039082,20.0,gps_log_20260425_184755 (Spoof Fevik-Eydeham)(Real Fevik-Tromøya),0,0.712262,1799.000215,77.685989
250426_162202.000,1,85.809998,0.88,11,58.454479,8.708477,32.900002,-7.987307,12.866695,0.084223,0.864507,1.000097,0.083572,-0.0074,-0.007371,0.08767,0.026406,22.0,gps_log_20260425_184755 (Spoof Fevik-Eydeham)(Real Fevik-Tromøya),0,0.689655,1006.893655,84.952262
250426_162203.016,1,87.230011,0.83,11,58.454281,8.708335,33.200001,-7.746838,10.788756,0.206776,2.81038,0.913307,0.198558,-0.0143,-0.055914,0.06531,0.018976,18.0,gps_log_20260425_184755 (Spoof Fevik-Eydeham)(Real Fevik-Tromøya),0,0.458749,419.828061,94.475629
250426_162211.016,1,92.709999,0.88,11,58.45253,8.707296,34.200001,-7.76424,8.241821,0.106708,0.634037,0.85688,0.105883,-0.0046,-0.012414,0.060272,0.017204,20.0,gps_log_20260425_184755 (Spoof Fevik-Eydeham)(Real Fevik-Tromøya),0,0.713685,860.756552,106.946764
250426_162212.000,1,92.849998,0.96,10,58.452309,8.70717,34.200001,-7.859649,8.701382,0.116118,2.637262,0.942258,-0.102886,3.3e-05,0.053832,0.062045,0.01723,20.0,gps_log_20260425_184755 (Spoof Fevik-Eydeham)(Real Fevik-Tromøya),0,0.696265,792.792239,97.505105
250426_162220.000,1,94.739998,0.95,9,58.4505,8.706022,34.099998,-8.116137,9.611568,0.165677,0.675314,0.888309,-0.154384,-0.059135,0.010845,0.060084,0.01924,14.0,gps_log_20260425_184755 (Spoof Fevik-Eydeham)(Real Fevik-Tromøya),0,0.616046,568.40415,105.46487
250426_162230.000,1,90.43,0.83,11,58.448521,8.70389,32.0,-8.439127,12.126862,0.185304,0.766561,0.857983,-0.179947,-0.042284,-0.012991,0.057831,0.025788,14.0,gps_log_20260425_184755 (Spoof Fevik-Eydeham)(Real Fevik-Tromøya),0,0.533691,485.388771,104.184019
250426_162238.000,1,92.769989,0.89,11,58.447289,8.701322,30.799999,-9.048168,13.769337,0.128503,2.275487,0.844016,-0.071693,-0.078753,-0.07191,0.049469,0.020519,12.0,gps_log_20260425_184755 (Spoof Fevik-Eydeham)(Real Fevik-Tromøya),0,0.670695,716.355901,108.627904
250426_162239.016,1,91.720001,0.9,10,58.447151,8.700967,30.6,-9.301871,13.809494,0.067199,1.567955,0.803459,0.004103,-0.056359,0.036367,0.054867,0.017421,8.0,gps_log_20260425_184755 (Spoof Fevik-Eydeham)(Real Fevik-Tromøya),0,0.782801,1344.881911,112.753123
250426_162247.016,1,92.860001,0.83,11,58.44603,8.698133,29.799999,-8.874085,13.168994,0.103955,1.493719,0.771257,-0.055827,0.047462,0.073739,0.054159,0.016409,10.0,gps_log_20260425_184755 (Spoof Fevik-Eydeham)(Real Fevik-Tromøya),0,0.720689,884.75599,118.859684
250426_162248.000,1,91.570007,0.89,11,58.445869,8.697809,29.700001,-8.768661,12.976802,0.034253,2.669181,0.80425,-0.02397,0.02395,-0.005006,0.048259,0.01153,12.0,gps_log_20260425_184755 (Spoof Fevik-Eydeham)(Real Fevik-Tromøya),1,0.847195,2597.544685,112.459352
250426_162256.000,1,88.37001,0.97,10,58.444511,8.695642,28.0,-8.539118,12.909173,0.050067,1.87534,0.884835,0.044797,0.011955,-0.018895,0.038961,0.007607,13.0,gps_log_20260425_184755 (Spoof Fevik-Eydeham)(Real Fevik-Tromøya),0,0.783566,1730.462339,98.7557
250426_162256.984,1,89.160004,0.9,10,58.444321,8.6954,27.799999,-8.355532,13.453184,0.047858,0.589656,0.882987,0.001945,0.044937,-0.016349,0.034745,0.00609,13.0,gps_log_20260425_184755 (Spoof Fevik-Eydeham)(Real Fevik-Tromøya),0,0.795883,1824.867686,99.844694
250426_162306.000,1,91.68,0.89,11,58.442539,8.693606,25.4,-8.055989,13.490602,0.098576,0.404029,0.802893,-0.030108,0.037061,0.086239,0.032439,0.005844,13.0,gps_log_20260425_184755 (Spoof Fevik-Eydeham)(Real Fevik-Tromøya),0,0.719648,920.704184,112.782333
250426_162314.000,1,94.239998,0.83,11,58.440781,8.692377,22.6,-8.213366,12.761192,0.081599,0.937139,0.755464,0.071342,-0.031796,0.023616,0.030217,0.005541,13.0,gps_log_20260425_184755 (Spoof Fevik-Eydeham)(Real Fevik-Tromøya),0,0.779202,1140.931659,123.114863
250426_162315.016,1,94.69001,0.88,10,58.440552,8.692251,22.200001,-8.836915,12.616214,0.094612,1.331798,0.686938,0.012307,-0.093791,-0.001823,0.028401,0.00597,13.0,gps_log_20260425_184755 (Spoof Fevik-Eydeham)(Real Fevik-Tromøya),0,0.757675,990.353776,135.865819
250426_162323.016,1,94.69001,0.88,10,58.438728,8.69136,20.799999,-9.84738,12.52426,0.039549,1.112488,0.7297,0.007696,-0.038553,0.004308,0.025608,0.006763,16.0,gps_log_20260425_184755 (Spoof Fevik-Eydeham)(Real Fevik-Tromøya),1,0.867802,2335.189307,128.011447
250426_162324.000,1,95.779999,0.88,10,58.438492,8.691254,20.700001,-9.378021,12.731451,0.073061,1.202881,0.769083,-0.030544,0.044271,0.049448,0.028068,0.006805,20.0,gps_log_20260425_184755 (Spoof Fevik-Eydeham)(Real Fevik-Tromøya),0,0.811678,1293.254136,122.939333
250426_162332.000,1,95.779999,0.88,10,58.436611,8.690481,21.6,-8.830202,11.563173,0.207051,0.857203,0.890383,0.194614,0.070209,0.008139,0.039113,0.009389,18.0,gps_log_20260425_184755 (Spoof Fevik-Eydeham)(Real Fevik-Tromøya),0,0.543697,460.367008,106.376923
250426_162332.984,1,96.080009,0.92,10,58.436378,8.690395,21.6,-9.162299,11.359544,0.065003,0.980703,0.905083,-0.036304,-0.053627,0.005623,0.039276,0.00913,20.0,gps_log_20260425_184755 (Spoof Fevik-Eydeham)(Real Fevik-Tromøya),0,0.830793,1455.682016,104.995944
250426_162340.984,1,99.69001,0.83,11,58.434441,8.689972,23.4,-9.555492,11.956613,0.058083,1.129002,0.896582,-0.055682,-0.005186,-0.015693,0.039384,0.008871,18.0,gps_log_20260425_184755 (Spoof Fevik-Eydeham)(Real Fevik-Tromøya),0,0.880734,1687.282821,109.962528
250426_162350.000,1,97.199997,1.03,9,58.432251,8.690803,26.0,-9.798223,14.109265,0.144386,0.472546,0.882716,-0.143956,-0.010807,0.002684,0.05205,0.013665,18.0,gps_log_20260425_184755 (Spoof Fevik-Eydeham)(Real Fevik-Tromøya),0,0.683228,668.56555,108.881194
250426_162359.016,1,97.199997,1.29,7,58.430439,8.693127,26.1,-9.373931,13.382118,0.059095,2.104457,0.902795,0.006297,0.027663,0.05184,0.050103,0.014744,16.0,gps_log_20260425_184755 (Spoof Fevik-Eydeham)(Real Fevik-Tromøya),0,0.853809,1617.429907,106.486159
250426_162400.000,1,99.769997,1.29,7,58.430271,8.693466,26.0,-9.734793,12.130849,0.139906,0.670663,0.769623,0.133658,-0.040118,0.009997,0.049251,0.01577,16.0,gps_log_20260425_184755 (Spoof Fevik-Eydeham)(Real Fevik-Tromøya),0,0.717888,708.060125,127.972167
250426_162408.000,1,97.290001,0.88,10,58.42894,8.696188,24.5,-10.336718,10.896328,0.048721,1.118266,0.719654,-0.01284,-0.043245,0.018405,0.048843,0.017667,16.0,gps_log_20260425_184755 (Spoof Fevik-Eydeham)(Real Fevik-Tromøya),0,0.875457,1956.708224,133.337135
250426_162416.984,1,93.18,0.93,9,58.427231,8.698611,22.0,-10.227731,11.58851,0.160421,1.293292,0.667921,-0.159542,0.005186,0.015949,0.046301,0.015858,14.0,gps_log_20260425_184755 (Spoof Fevik-Eydeham)(Real Fevik-Tromøya),0,0.610957,577.247147,137.449715
