Time, UTC Date, UTC Time, Label, Latitude, Longitude, Altitude, Speed, HDOP, Satelites, Course, Fix, Roll Degrees, Pitch Degrees, Dynamic Magnitude, Jerk, Jerk Std, Acceleration X, Acceleration Y, Acceleration Z, Standard Deviation, Energy, Zero Crossings
145,190526,183432.000,0,58.38026,8.676458,35.7,0.0,4.55,4,22.78,1,1.329694,0.846049,0.006818,0.104481,0.155686,0.006740,-0.000235,0.001004,0.005007,0.000044,14.000000
153,190526,183456.000,0,58.38024,8.676501,35.6,0.0,4.52,4,22.78,1,1.327717,0.823151,0.004446,0.089636,0.068979,0.002595,0.001568,0.003252,0.001682,0.000015,14.000000
161,190526,183457.000,0,58.38023,8.67655,35.6,0.58,6.39,3,22.78,1,1.319997,0.866207,0.002861,0.066698,0.153795,0.002694,0.000916,0.000295,0.005007,0.000055,23.000000
168,190526,183458.000,0,58.38022,8.676566,35.4,0.0,4.52,4,109.55,1,1.334523,0.859678,0.009637,0.249231,0.185081,0.008597,0.004026,0.001663,0.005626,0.000058,26.000001
176,190526,183459.000,0,58.38021,8.676588,35.1,0.0,4.51,4,121.56,1,1.328393,0.806172,0.012747,0.352203,0.187392,0.011733,-0.001923,0.004596,0.005033,0.000062,26.000001
251,190526,183629.000,0,58.38018,8.676668,24.7,1.6668,4.4,4,126.47,1,1.353155,0.831506,0.002440,0.031114,0.068191,-0.000270,-0.000697,-0.002322,0.001668,0.000012,24.000001
259,190526,183630.000,0,58.38017,8.67667,24.4,1.89,4.4,4,283.01,1,1.360273,0.832130,0.004290,0.068057,0.094596,0.003113,-0.001068,0.002752,0.002246,0.000019,20.000000
266,190526,183631.000,0,58.38016,8.676697,24.5,1.87052,4.4,4,288.79,1,1.360281,0.835158,0.004997,0.181462,0.071599,0.002425,-0.003985,0.001791,0.001670,0.000017,19.000000
274,190526,183655.000,0,58.38029,8.676169,21.5,3.33,4.37,4,288.79,1,1.347301,0.827387,0.004072,0.149548,0.081618,0.000924,-0.003965,0.000098,0.001838,0.000015,25.000000
281,190526,183656.000,0,58.38029,8.676214,21.5,3.08,4.36,4,327.39,1,1.356017,0.840774,0.007697,0.230712,0.082162,-0.007052,0.002406,-0.001930,0.001968,0.000016,25.000000
289,190526,183657.000,0,58.38028,8.67626,21.3,2.83,4.36,4,342.82,1,1.380977,0.877708,0.004913,0.585066,0.297648,0.001016,-0.001852,0.004435,0.008372,0.000133,29.000001
296,190526,183658.000,0,58.38028,8.676279,21.3,2.53724,4.36,4,286.2,1,1.385004,0.844725,0.001190,0.086901,0.281633,0.000493,-0.001081,-0.000051,0.008292,0.000119,23.000000
304,190526,183722.000,0,58.38033,8.676063,19.7,2.53724,4.33,4,286.2,1,1.372495,0.818304,0.002893,0.063987,0.048498,-0.001216,0.001747,-0.001960,0.001296,0.000011,20.000000
312,190526,183723.000,0,58.38032,8.676039,19.8,2.91,4.33,4,229.58,1,1.367038,0.804797,0.004750,0.102190,0.080497,-0.001929,-0.004280,-0.000719,0.001900,0.000018,12.000000
319,190526,183724.000,0,58.38033,8.676028,20.1,3.00024,4.32,4,252.38,1,1.375804,0.817407,0.002284,0.029615,0.244748,0.001729,0.001270,0.000782,0.008757,0.000133,16.000000
