Time,UTC Time,Label,Latitude,Longitude,Altitude,Speed,HDOP,Satelites,Course,Fix,Accel UTC,Roll Degrees,Pitch Degrees,Dynamic Magnitude,Jerk,Jerk Std,Acceleration X,Acceleration Y,Acceleration Z,Standard Deviation,Energy,Zero Crossings
2026-05-19T21:12:28.182510,190526_175950.000000,1,58.38045120239258,8.675681114196777,39.5,0.0,0.6899999976158142,13,13.970000267028809,1,190526_191224.984375,0.14316903054714203,9.427787780761719,0.0021183041390031576,0.07578291743993759,0.04787048324942589,0.0010804396588355303,0.0011164569295942783,0.0014399259816855192,0.0014838931383565068,1.1514897778397426e-05,25.0
2026-05-19T21:12:31.180879,190526_175959.015625,1,58.38045120239258,8.675681114196777,39.5,0.0,0.7699999809265137,11,13.970000267028809,1,190526_191224.984375,0.13572247326374054,9.425749778747559,0.0051576378755271435,0.11272870749235153,0.04835333675146103,0.0009623048244975507,-0.004979110788553953,0.0009400296839885414,0.0015708078863099217,1.1806630027422216e-05,27.0
2026-05-19T21:12:34.150619,190526_180000.000000,1,58.38045120239258,8.675681114196777,39.5,0.0,0.7300000190734863,12,13.970000267028809,1,190526_191224.984375,0.14370109140872955,9.423351287841797,0.0020375752355903387,0.12955914437770844,0.05527503788471222,0.0017256290884688497,0.000987017760053277,0.000446892692707479,0.0016561943339183927,1.1763439033529721e-05,29.0
2026-05-19T21:12:37.233354,190526_180010.000000,1,58.38045120239258,8.675461769104004,37.79999923706055,4.239999771118164,0.6700000166893005,14,13.970000267028809,1,190526_191224.984375,0.1404545158147812,9.41599178314209,0.001362273353151977,0.0630926564335823,0.05816640704870224,0.00045349501306191087,-0.0005392705206759274,-0.0011658980511128902,0.0018022035947069526,1.0487756298971362e-05,29.0
2026-05-19T21:12:40.273867,190526_180020.000000,1,58.38045120239258,8.675195693969727,39.099998474121094,4.929999828338623,0.6700000166893005,14,13.970000267028809,1,190526_191224.984375,0.12031233310699463,9.422775268554688,0.005478826351463795,0.15698006749153137,0.06072502210736275,0.00043059352901764214,-0.005072670057415962,-0.0020248820073902607,0.0017069088062271476,1.0800734344229568e-05,29.0
2026-05-19T21:12:43.391121,190526_180028.984375,1,58.38045883178711,8.674956321716309,42.79999923706055,5.25,0.6700000166893005,14,13.970000267028809,1,190526_191226.000000,0.1178860068321228,9.427657127380371,0.0013110789004713297,0.06056865677237511,0.056718602776527405,-0.0012497147545218468,-0.0003956882283091545,2.391038287896663e-05,0.001623581163585186,1.0070780263049528e-05,31.0
2026-05-19T21:12:46.324422,190526_180038.000000,1,58.38045120239258,8.674747467041016,44.0,5.199999809265137,0.6700000166893005,14,13.970000267028809,1,190526_191226.000000,0.3107317388057709,7.954652309417725,0.38190439343452454,5.434664249420166,2.6342930793762207,0.27310287952423096,-0.255013644695282,-0.0789545476436615,0.15187276899814606,0.032397765666246414,23.0
2026-05-19T21:12:49.550388,190526_180039.015625,1,58.38045883178711,8.674723625183105,44.20000076293945,5.099999904632568,0.6700000166893005,14,13.970000267028809,1,190526_191227.015625,-1.5525035858154297,8.3784818649292,0.21949473023414612,1.7467619180679321,2.5902187824249268,-0.09712234884500504,-0.01901216432452202,-0.19591765105724335,0.1565386801958084,0.04675516486167908,21.0
2026-05-19T21:12:52.674293,190526_180047.015625,1,58.38045120239258,8.67453670501709,43.900001525878906,4.690000057220459,0.7799999713897705,13,13.970000267028809,1,190526_191227.015625,-2.4283382892608643,8.16119384765625,0.2167719304561615,6.408247947692871,2.9750301837921143,0.11511501669883728,-0.06979946047067642,-0.16990183293819427,0.1517825573682785,0.06415940821170807,20.0
2026-05-19T21:12:55.743109,190526_180048.000000,1,58.38045120239258,8.674511909484863,43.900001525878906,4.619999885559082,0.7799999713897705,13,13.970000267028809,1,190526_191227.015625,-2.588667392730713,7.48991060256958,0.05247119069099426,2.5981485843658447,2.8290512561798096,0.01719069667160511,-0.009995292872190475,0.048557180911302567,0.12108972668647766,0.07311760634183884,14.0
