Time, UTC Time, Label, Latitude, Longitude, Altitude, Speed, HDOP, Satelites, Course, Fix, Accel UTC, Roll Degrees, Pitch Degrees, Dynamic Magnitude, Jerk, Jerk Std, Acceleration X, Acceleration Y, Acceleration Z, Standard Deviation, Energy, Zero Crossings
2026-04-25T18:48:10.542576,250426_153832.000000,1,58.38045120239258,8.676777839660645,84.0999984741211,0.8799999952316284,2.0,5,197.61000061035156,1,250426_164747.015625,-12.393935203552246,14.639278411865234,0.0024971021339297295,0.11489997059106827,0.04571192339062691,-0.0009444743627682328,-0.0007679988630115986,0.0021802899427711964,0.0012262435629963875,8.701187653059606e-06,25.0
2026-04-25T18:48:13.514499,250426_153842.000000,1,58.38045120239258,8.676759719848633,81.90000915527344,0.8799999952316284,2.0,5,197.61000061035156,1,250426_164747.015625,-12.404598236083984,14.638954162597656,0.005436248145997524,0.1595432311296463,0.046063926070928574,-0.000600657716859132,-0.0051941522397100925,0.0014875432243570685,0.0013027616078034043,9.487115676165558e-06,30.0
2026-04-25T18:48:16.583685,250426_153843.015625,1,58.38045883178711,8.676774978637695,82.9000015258789,0.8799999952316284,2.0,5,197.61000061035156,1,250426_164802.000000,-12.401395797729492,14.645771026611328,0.0010583617258816957,0.06346196681261063,0.04455481842160225,-0.0002133386005880311,0.0006984166102483869,0.000766048498917371,0.0013391685206443071,8.638698091090191e-06,34.0
2026-04-25T18:48:19.657679,250426_153844.000000,1,58.3804817199707,8.676798820495605,86.19999694824219,1.1699999570846558,2.0,5,197.61000061035156,1,250426_164802.000000,-12.410703659057617,14.645430564880371,0.003032619133591652,0.044374674558639526,0.04405219480395317,-0.00035975195351056755,0.002961142919957638,0.000546799972653389,0.0014178542187437415,8.92613570613321e-06,32.0
2026-04-25T18:48:22.621932,250426_153854.000000,1,58.380619049072266,8.676726341247559,96.30000305175781,2.640000104904175,2.0,5,197.61000061035156,1,250426_164802.000000,-12.39709186553955,14.606645584106445,0.011420958675444126,0.15325960516929626,0.05508975684642792,0.00983258243650198,0.005262481048703194,0.0024627058301120996,0.0024944422766566277,1.8485909095034003e-05,26.0
2026-04-25T18:48:25.702429,250426_153855.015625,1,58.380619049072266,8.67669677734375,96.90000915527344,2.7300000190734863,2.0,5,197.61000061035156,1,250426_164802.000000,-12.385171890258789,14.543082237243652,0.00963720865547657,0.10295739769935608,0.0600462444126606,0.009057387709617615,0.0015238525811582804,0.0029184564482420683,0.0028346851468086243,2.7398595193517394e-05,25.0
2026-04-25T18:48:28.771106,250426_153856.000000,1,58.380619049072266,8.676675796508789,95.80001068115234,2.8499999046325684,2.0,5,197.61000061035156,1,250426_164802.000000,-12.38004207611084,14.498318672180176,0.009947903454303741,0.05722013860940933,0.061183445155620575,0.00911685824394226,0.0003868623171001673,0.003961566369980574,0.0032870809081941843,3.5880497307516634e-05,21.0
2026-04-25T18:48:31.843175,250426_153906.000000,1,58.38058090209961,8.676514625549316,86.30000305175781,3.490000009536743,2.0,5,197.61000061035156,1,250426_164816.984375,-12.360668182373047,14.432221412658691,0.003371012397110462,0.15274709463119507,0.06256202608346939,0.0033141851890832186,-0.0006155654555186629,3.1305127777159214e-05,0.0031339742708951235,4.451010681805201e-05,19.0
2026-04-25T18:48:34.802928,250426_153907.015625,1,58.38059997558594,8.67648983001709,87.40000915527344,3.299999952316284,2.0,5,197.61000061035156,1,250426_164816.984375,-12.336565017700195,14.3859281539917,0.00380825437605381,0.06583152711391449,0.07082771509885788,0.0014272078406065702,0.0025877400767058134,-0.002401973819360137,0.002853078069165349,4.950491347699426e-05,21.0
2026-04-25T18:48:37.885657,250426_153919.015625,1,58.38072967529297,8.67641544342041,98.5999984741211,2.6600000858306885,2.0,5,197.61000061035156,1,250426_164832.000000,-12.334977149963379,14.358233451843262,0.005240799859166145,0.18590226769447327,0.11748695373535156,-0.00503234937787056,0.00038072458119131625,0.0014129712944850326,0.0037089490797370672,6.125889194663614e-05,23.0
2026-04-25T18:48:40.946465,250426_153920.000000,1,58.3807487487793,8.676407814025879,99.00000762939453,3.559999942779541,2.0,5,197.61000061035156,1,250426_164832.000000,-12.36737060546875,14.505485534667969,0.014073600992560387,0.0569232739508152,0.13847769796848297,-0.014041781425476074,-0.0005647374782711267,-0.0007587622385472059,0.005795417353510857,0.00011065269791288301,22.0
2026-04-25T18:48:44.028617,250426_153920.984375,1,58.38079071044922,8.676411628723145,98.9000015258789,4.760000228881836,2.0,5,197.61000061035156,1,250426_164832.000000,-12.421745300292969,14.692570686340332,0.04902181401848793,0.8551897406578064,0.21313735842704773,-0.04249782860279083,-0.011446021497249603,-0.021588455885648727,0.00981723889708519,0.00022668938618153334,20.0
2026-04-25T18:48:46.968693,250426_153932.000000,1,58.38130187988281,8.676525115966797,96.80000305175781,19.90999984741211,2.0,5,197.61000061035156,1,250426_164832.000000,-12.37079906463623,14.94702434539795,0.0098631102591753,0.09597986936569214,0.2141600251197815,-0.006071907468140125,0.0016431536059826612,-0.0075969030149281025,0.00907523650676012,0.00028679947718046606,16.0
2026-04-25T18:48:50.070563,250426_153943.015625,1,58.3820686340332,8.676310539245605,89.80000305175781,27.540000915527344,2.0,5,197.61000061035156,1,250426_164832.984375,-12.35015869140625,14.94964599609375,0.007111057639122009,0.08538556843996048,0.21349434554576874,0.007044668775051832,0.00023460789816454053,-0.0009406044264324009,0.009088447317481041,0.0002811528102029115,16.0
2026-04-25T18:48:53.132428,250426_153944.984375,1,58.38220977783203,8.67626953125,88.80000305175781,28.1299991607666,2.0,5,197.61000061035156,1,250426_164832.984375,-12.403136253356934,14.932766914367676,0.014313029125332832,0.11140262335538864,0.2077770084142685,-0.0030747537966817617,-0.013976476155221462,0.00025844061747193336,0.009004120714962482,0.00029509345768019557,12.0
2026-04-25T18:48:56.213357,250426_153956.000000,1,58.38291931152344,8.675970077514648,84.80000305175781,27.0,1.9900000095367432,5,197.61000061035156,1,250426_164832.984375,-12.283674240112305,14.915197372436523,0.05166611820459366,0.8764970898628235,0.4240804612636566,-0.03566437214612961,0.02906815893948078,0.023504942655563354,0.014111356809735298,0.0004926633555442095,19.0
2026-04-25T18:48:59.186145,250426_153956.984375,1,58.38298034667969,8.675909996032715,85.19999694824219,26.43000030517578,1.9900000095367432,5,197.61000061035156,1,250426_164848.000000,-12.433825492858887,15.348889350891113,0.023994209244847298,0.13478289544582367,0.4556645154953003,-0.021234450861811638,-0.0003099322784692049,-0.011167995631694794,0.02003706432878971,0.0008425887790508568,19.0
2026-04-25T18:49:02.256466,250426_154007.015625,1,58.38386917114258,8.676546096801758,79.9000015258789,57.22999954223633,1.9900000095367432,5,197.61000061035156,1,250426_164848.000000,-12.387214660644531,15.400808334350586,0.04562424123287201,0.2176978886127472,0.45970481634140015,0.039010368287563324,0.02061961218714714,0.011601472273468971,0.02018572948873043,0.0009445138857699931,17.0
2026-04-25T18:49:05.317202,250426_154008.984375,1,58.384159088134766,8.676815032958984,79.19999694824219,61.720001220703125,1.9900000095367432,5,197.61000061035156,1,250426_164903.015625,-12.349645614624023,13.74133586883545,0.20163311064243317,0.2451726198196411,0.4582909643650055,0.2007436752319336,-0.004537986591458321,-0.018365435302257538,0.05951414629817009,0.006121399812400341,13.0
