Time, UTC Time, Label, Latitude, Longitude, Altitude, Speed, HDOP, Satelites, Course, Fix, Roll Degrees, Pitch Degrees, Dynamic Magnitude, Jerk, Jerk Std, Acceleration X, Acceleration Y, Acceleration Z, Standard Deviation, Energy, Zero Crossings
2026-04-11T22:38:24.037931,,0,58.380126953125,8.676538467407227,18.399999618530273,4.369999885559082,1.9700000286102295,5,0.14000000059604645,1,,,,,,,,,,,
2026-04-11T22:38:27.248360,,0,58.38011169433594,8.676543235778809,18.0,4.360000133514404,2.0899999141693115,4,218.77999877929688,1,,,,,,,,,,,
2026-04-11T22:38:30.379452,,0,58.38011169433594,8.676553726196289,17.799999237060547,4.278120040893555,2.109999895095825,3,127.55999755859375,1,,,,,,,,,,,
2026-04-11T22:38:33.534569,,0,58.38011932373047,8.6765718460083,17.399999618530273,4.179999828338623,1.9900000095367432,4,85.4800033569336,1,,,,,,,,,,,
2026-04-11T22:38:36.591371,,0,58.38011932373047,8.6765718460083,17.399999618530273,4.179999828338623,1.9900000095367432,4,85.4800033569336,1,,,,,,,,,,,
2026-04-11T22:38:39.920235,,0,58.38019943237305,8.676480293273926,19.0,2.3399999141693115,1.9700000286102295,5,75.0,1,,,,,,,,,,,
2026-04-11T22:38:43.092489,,0,58.38016128540039,8.676486015319824,19.0,2.5399999618530273,1.409999966621399,6,229.25,1,,,,,,,,,,,
2026-04-11T22:38:46.249072,,0,58.38013458251953,8.676496505737305,19.0,2.5799999237060547,1.409999966621399,6,193.47999572753906,1,,,,,,,,,,,
2026-04-11T22:38:49.390133,,0,58.38013458251953,8.676496505737305,19.0,2.5,1.409999966621399,6,84.66999816894531,1,,,,,,,,,,,
2026-04-11T22:38:52.486980,,0,58.38011932373047,8.676508903503418,19.100000381469727,2.5,1.409999966621399,6,84.66999816894531,1,,,,,,,,,,,
2026-04-11T22:38:55.637720,,0,58.38011932373047,8.676508903503418,19.100000381469727,2.5927999019622803,1.409999966621399,6,127.4800033569336,1,,,,,,,,,,,
2026-04-11T22:38:58.971843,,0,58.38011932373047,8.676508903503418,19.100000381469727,2.5927999019622803,1.409999966621399,6,127.4800033569336,1,,,,,,,,,,,
2026-04-11T22:39:02.100712,,0,58.38017654418945,8.676602363586426,18.200000762939453,2.75,1.5299999713897705,5,127.4800033569336,1,,,,,,,,,,,
2026-04-11T22:39:05.255544,,0,58.38017654418945,8.67659854888916,18.200000762939453,2.8499999046325684,1.5299999713897705,5,237.94000244140625,1,,,,,,,,,,,
2026-04-11T22:39:08.430621,,0,58.380184173583984,8.676591873168945,18.100000381469727,2.569999933242798,1.5299999713897705,5,354.07000732421875,1,,,,,,,,,,,
2026-04-11T22:39:11.587520,,0,58.380184173583984,8.676591873168945,18.100000381469727,2.4631600379943848,1.5299999713897705,5,291.1199951171875,1,,,,,,,,,,,
2026-04-11T22:39:14.712270,,0,58.380184173583984,8.676591873168945,18.100000381469727,2.0299999713897705,1.5299999713897705,5,159.22000122070312,1,,,,,,,,,,,
2026-04-11T22:39:17.794129,,0,58.380184173583984,8.676591873168945,18.100000381469727,2.0299999713897705,1.5299999713897705,5,159.22000122070312,1,,,,,,,,,,,
2026-04-11T22:39:20.928131,,0,58.380184173583984,8.676576614379883,18.299999237060547,1.8700000047683716,1.5299999713897705,5,159.22000122070312,1,,,,,,,,,,,
2026-04-11T22:39:24.153014,,0,58.380226135253906,8.676569938659668,21.799999237060547,0.0,1.5299999713897705,5,308.2099914550781,1,,,,,,,,,,,
2026-04-11T22:39:27.319117,,0,58.380226135253906,8.676569938659668,21.799999237060547,1.6399999856948853,1.5299999713897705,5,266.70001220703125,1,,,,,,,,,,,
2026-04-11T22:39:30.407803,,0,58.380226135253906,8.676569938659668,21.799999237060547,1.6297600269317627,1.5299999713897705,5,221.5500030517578,1,,,,,,,,,,,
2026-04-11T22:39:33.535850,,0,58.38021469116211,8.676556587219238,22.899999618530273,1.6299999952316284,1.5399999618530273,5,221.5500030517578,1,,,,,,,,,,,
2026-04-11T22:39:36.695672,,0,58.38021469116211,8.67653751373291,23.399999618530273,1.9700000286102295,1.5399999618530273,5,255.4199981689453,1,,,,,,,,,,,
2026-04-11T22:39:39.861727,,0,58.38021469116211,8.67653751373291,24.0,2.0199999809265137,1.5399999618530273,5,197.3800048828125,1,,,,,,,,,,,
2026-04-11T22:39:43.014528,,0,58.38021469116211,8.67653751373291,24.0,1.9260798692703247,1.5399999618530273,5,156.1199951171875,1,,,,,,,,,,,
2026-04-11T22:39:46.079513,,0,58.38021469116211,8.67653751373291,24.0,1.9260798692703247,1.5399999618530273,5,156.1199951171875,1,,,,,,,,,,,
2026-04-11T22:39:49.255415,,0,58.380271911621094,8.676549911499023,29.299999237060547,0.0,1.5399999618530273,5,37.06999969482422,1,,,,,,,,,,,
2026-04-11T22:39:52.423369,,0,58.38029098510742,8.676560401916504,28.899999618530273,0.0,1.5399999618530273,5,15.0,1,,,,,,,,,,,
2026-04-11T22:39:55.559262,,0,58.38029098510742,8.676560401916504,28.899999618530273,1.159999966621399,1.5399999618530273,5,20.549999237060547,1,,,,,,,,,,,
2026-04-11T22:39:58.682166,,0,58.38029098510742,8.676560401916504,28.899999618530273,1.159999966621399,1.5399999618530273,5,20.549999237060547,1,,,,,,,,,,,
2026-04-11T22:40:01.810029,,0,58.38029098510742,8.67656421661377,28.299999237060547,1.3200000524520874,1.5399999618530273,5,20.549999237060547,1,,,,,,,,,,,
2026-04-11T22:40:04.964039,,0,58.38029098510742,8.676560401916504,28.0,1.409999966621399,1.5399999618530273,5,236.63999938964844,1,,,,,,,,,,,
2026-04-11T22:40:08.165840,,0,58.38029098510742,8.676560401916504,28.0,0.0,1.5399999618530273,5,308.4599914550781,1,,,,,,,,,,,
2026-04-11T22:40:11.276686,,0,58.38029098510742,8.676560401916504,28.0,1.611240029335022,1.5399999618530273,5,10.800000190734863,1,,,,,,,,,,,
2026-04-11T22:40:14.385985,,0,58.38032150268555,8.676573753356934,28.799999237060547,1.611240029335022,1.5399999618530273,5,10.800000190734863,1,,,,,,,,,,,
2026-04-11T22:40:17.529920,,0,58.380306243896484,8.676578521728516,29.0,1.600000023841858,1.5399999618530273,5,10.800000190734863,1,,,,,,,,,,,
2026-04-11T22:40:20.685511,,0,58.380306243896484,8.676578521728516,29.0,1.7594000101089478,1.5399999618530273,5,129.80999755859375,1,,,,,,,,,,,
2026-04-11T22:40:23.846422,,0,58.38029098510742,8.676578521728516,29.100000381469727,1.840000033378601,1.5399999618530273,5,214.4600067138672,1,,,,,,,,,,,
2026-04-11T22:40:27.012443,,0,58.38029098510742,8.676566123962402,29.100000381469727,2.009999990463257,1.5399999618530273,5,261.6000061035156,1,,,,,,,,,,,
2026-04-11T22:40:30.154345,,0,58.38029098510742,8.676566123962402,29.100000381469727,2.2200000286102295,1.5399999618530273,5,278.3800048828125,1,,,,,,,,,,,
2026-04-11T22:40:33.437188,,0,58.38029861450195,8.676496505737305,30.0,3.069999933242798,1.5399999618530273,5,278.3800048828125,1,,,,,,,,,,,
2026-04-11T22:40:36.613177,,0,58.38029098510742,8.676501274108887,30.100000381469727,2.9100000858306885,1.5399999618530273,5,19.440000534057617,1,,,,,,,,,,,
