timestamp,packet_num,accel_x,accel_y,accel_z,roll,pitch,magnitude,previous_mag,jerk
2026-03-24T19:41:53.461924,11,0.0,1.7362827858573647e-38,1.7324264124835428e-38,1.4468888181654824e+25,-2.602670857838898e-18,1.3792821415612776e+19,1.3798666419426034e+19,-6.803267801544499e-13
2026-03-24T19:41:56.427810,12,0.0,1.7362648492370213e-38,1.731386088503628e-38,-2.657501497506376e-15,-12.000426292419434,-1.3472591926788096e+16,-1.347518608703488e+16,5.8309948879451763e-39
2026-03-24T19:41:59.399919,13,0.0,1.736498025301485e-38,1.7315654547070616e-38,-3289804439552.0,-2.4926512940821863e+35,3.4496404914553487e+18,3.449624823414653e+18,5.8308785801726374e-39
2026-03-24T19:42:02.399988,14,0.0,1.7363186590980514e-38,1.731780694151182e-38,3063.892578125,2.2136763150739754e+20,0.0007305428152903914,0.0007304919417947531,-6.803236359681497e-13
2026-03-24T19:42:02.400543,15,0.0,1.7363186590980514e-38,1.731780694151182e-38,3063.892578125,2.2136763150739754e+20,0.0007305428152903914,0.0007304919417947531,-6.803236359681497e-13
2026-03-24T19:42:02.400997,16,0.0,1.7363186590980514e-38,1.731780694151182e-38,3063.892578125,2.2136763150739754e+20,0.0007305428152903914,0.0007304919417947531,-6.803236359681497e-13
2026-03-24T19:42:02.407404,17,0.0,1.7363186590980514e-38,1.731780694151182e-38,3063.892578125,2.2136763150739754e+20,0.0007305428152903914,0.0007304919417947531,-6.803236359681497e-13
2026-03-24T19:42:02.409127,18,0.0,1.7363186590980514e-38,1.731780694151182e-38,3063.892578125,2.2136763150739754e+20,0.0007305428152903914,0.0007304919417947531,-6.803236359681497e-13
2026-03-24T19:42:02.414838,19,0.0,1.7363186590980514e-38,1.731780694151182e-38,3063.892578125,2.2136763150739754e+20,0.0007305428152903914,0.0007304919417947531,-6.803236359681497e-13
2026-03-24T19:42:05.374819,20,0.0,1.7361213562742745e-38,1.7305968772085203e-38,51404242944.0,3.5414610175532015e+21,-6.331167404137261e-22,-6.336084847476047e-22,-6.803319301147692e-13
2026-03-24T19:42:08.368858,21,0.0,1.7361392928946178e-38,1.7321035533173624e-38,5.830937434708139e-39,2.2134815695744637e+20,-47.88720703125,-47.873512268066406,5.831007499631355e-39
2026-03-24T19:42:11.379102,22,0.0,1.7363724689590815e-38,1.73289276461247e-38,-3.5324276411256264e+21,2.2571525548534857e-36,9.226464710495735e-33,9.220108959477633e-33,13159379238912.0
2026-03-24T19:42:11.379654,23,0.0,1.7363724689590815e-38,1.73289276461247e-38,-3.5324276411256264e+21,2.2571525548534857e-36,9.226464710495735e-33,9.220108959477633e-33,13159379238912.0
2026-03-24T19:42:11.380058,24,0.0,1.7363724689590815e-38,1.73289276461247e-38,-3.5324276411256264e+21,2.2571525548534857e-36,9.226464710495735e-33,9.220108959477633e-33,13159379238912.0
2026-03-24T19:42:11.381132,25,0.0,1.7363724689590815e-38,1.73289276461247e-38,-3.5324276411256264e+21,2.2571525548534857e-36,9.226464710495735e-33,9.220108959477633e-33,13159379238912.0
2026-03-24T19:42:11.381454,26,0.0,1.7363724689590815e-38,1.73289276461247e-38,-3.5324276411256264e+21,2.2571525548534857e-36,9.226464710495735e-33,9.220108959477633e-33,13159379238912.0
2026-03-24T19:42:11.385722,27,0.0,1.7363724689590815e-38,1.73289276461247e-38,-3.5324276411256264e+21,2.2571525548534857e-36,9.226464710495735e-33,9.220108959477633e-33,13159379238912.0
2026-03-24T19:42:11.399158,28,0.0,1.7363724689590815e-38,1.73289276461247e-38,-3.5324276411256264e+21,2.2571525548534857e-36,9.226464710495735e-33,9.220108959477633e-33,13159379238912.0
2026-03-24T19:42:14.348403,29,0.0,1.7363904055794248e-38,1.7319600603546155e-38,5.830881382769566e-39,-1.1445247764640953e-05,6.645206934666073e-16,6.643765390468965e-16,13159333101568.0
2026-03-24T19:42:17.341776,30,0.0,1.736246912616678e-38,1.731529581466375e-38,3.449669353635578e+18,-3.8778032436461366e-26,2.2510713230922737e-36,2.2510232529497535e-36,-6.803300327609674e-13
2026-03-24T19:42:20.343740,31,0.0,1.7362110393759913e-38,1.7320676800766757e-38,-3.8672032333810204e-26,-1.5581327352705282e+34,-6.643145468230693e-16,-6.643831564917969e-16,13159464173568.0
2026-03-24T19:42:23.359474,32,0.0,1.7362827858573647e-38,1.7328210181310967e-38,-5.519379486449494e+19,-805344960.0,52672098992128.0,52637139468288.0,-6.803190823190253e-13
2026-03-24T19:42:26.369755,33,0.0,1.736049609792901e-38,1.7317089476698085e-38,2.6575370728901607e-15,-50333556.0,-6.647828501637825e-16,-6.643867563818227e-16,-6.803320385349865e-13
2026-03-24T19:42:32.823597,34,0.0,1.7363186590980514e-38,1.7308121166526406e-38,-0.00018262176308780909,-1.11765858790136e-08,2.7848425787624365e-09,2.786597841364369e-09,5.8309612567820325e-39
2026-03-24T19:42:35.827439,35,0.0,1.7365697717828584e-38,1.7318524406325554e-38,4.458550506569736e-08,-3072.58642578125,-1.0138616250949646e-20,-1.01376153947202e-20,13159377141760.0
2026-03-24T19:42:38.837511,36,0.0,1.7363365957183948e-38,1.731134975818821e-38,-1.3475056164274176e+16,-0.002929907524958253,1.0376290915846863e-17,1.0380847026660805e-17,13159286964224.0
2026-03-24T19:42:42.369289,37,0.0,1.736695328125262e-38,1.7308121166526406e-38,-7.13371264282614e-07,786630.5625,210529482178560.0,210550957015040.0,13159434813440.0
2026-03-24T19:42:45.307718,38,0.0,1.736300722477708e-38,1.730883863134014e-38,1.5171622508494763e+31,0.011719392612576485,1.4397829038518221e-34,1.440637318349202e-34,5.8309612567820325e-39
2026-03-24T19:42:48.305311,39,0.0,1.7361572295149612e-38,1.7318165673918686e-38,9.482282201696521e+29,3221100544.0,-3369268699725824.0,-3368796521758720.0,5.8309948879451763e-39
2026-03-24T19:42:48.305872,40,0.0,1.7361572295149612e-38,1.7318165673918686e-38,9.482282201696521e+29,3221100544.0,-3369268699725824.0,-3368796521758720.0,5.8309948879451763e-39
2026-03-24T19:42:48.307036,41,0.0,1.7361572295149612e-38,1.7318165673918686e-38,9.482282201696521e+29,3221100544.0,-3369268699725824.0,-3368796521758720.0,5.8309948879451763e-39
2026-03-24T19:42:48.307361,42,0.0,1.7361572295149612e-38,1.7318165673918686e-38,9.482282201696521e+29,3221100544.0,-3369268699725824.0,-3368796521758720.0,5.8309948879451763e-39
2026-03-24T19:42:51.320280,43,0.0,1.736300722477708e-38,1.7319600603546155e-38,4.055025478372766e-20,12288.662109375,-1.7419989062350538e-10,-1.7416273978554386e-10,5.830999091840569e-39
2026-03-24T19:42:54.326088,44,0.0,1.7362110393759913e-38,1.7313143420222546e-38,-1.379855426924e+19,4.365606834366709e-11,-0.0029211847577244043,-0.002921968698501587,5.831015907422141e-39
2026-03-24T19:42:57.330070,45,0.0,1.7363724689590815e-38,1.7330721308159037e-38,-3.7765439908867784e-29,1.4107194499524114e-37,-1.4480181047792448e+25,-1.4468908934241907e+25,-6.803248285905394e-13
2026-03-24T19:43:00.362528,46,0.0,1.7363186590980514e-38,1.7330003843345302e-38,0.0029219407588243484,-9.969861223882736e+35,-191.63734436035156,-191.49317932128906,13159311081472.0
2026-03-24T19:43:32.523236,47,0.0,1.7365338985421717e-38,1.7319600603546155e-38,-9.482391005020286e+29,-1.0915955639401176e-11,3369494453944320.0,3368837055512576.0,5.8312064840132894e-39
2026-03-24T19:43:32.523709,48,0.0,1.7365338985421717e-38,1.7319600603546155e-38,-9.482391005020286e+29,-1.0915955639401176e-11,3369494453944320.0,3368837055512576.0,5.8312064840132894e-39
2026-03-24T19:43:32.524235,49,0.0,1.7365338985421717e-38,1.7319600603546155e-38,-9.482391005020286e+29,-1.0915955639401176e-11,3369494453944320.0,3368837055512576.0,5.8312064840132894e-39
2026-03-24T19:43:32.524661,50,0.0,1.7365338985421717e-38,1.7319600603546155e-38,-9.482391005020286e+29,-1.0915955639401176e-11,3369494453944320.0,3368837055512576.0,5.8312064840132894e-39
2026-03-24T19:43:32.526979,51,0.0,1.7365338985421717e-38,1.7319600603546155e-38,-9.482391005020286e+29,-1.0915955639401176e-11,3369494453944320.0,3368837055512576.0,5.8312064840132894e-39
2026-03-24T19:43:32.528117,52,0.0,1.7365338985421717e-38,1.7319600603546155e-38,-9.482391005020286e+29,-1.0915955639401176e-11,3369494453944320.0,3368837055512576.0,5.8312064840132894e-39
2026-03-24T19:43:35.539021,53,0.0,1.7364083421997682e-38,1.731027356096761e-38,51403587584.0,-1.6655151931835164e-16,-2.4844721747250262e+35,-2.4857348735650973e+35,5.831007499631355e-39
2026-03-24T19:43:38.485932,54,0.0,1.7364800886811416e-38,1.7328568913717834e-38,-51403456512.0,2.2669639740625597e+23,-1.6620641956679452e-16,-1.6609430681529153e-16,5.830975269766676e-39
2026-03-24T19:43:38.488846,55,0.0,1.7364800886811416e-38,1.7328568913717834e-38,-51403456512.0,2.2669639740625597e+23,-1.6620641956679452e-16,-1.6609430681529153e-16,5.830975269766676e-39
2026-03-24T19:43:41.501426,56,0.0,1.7362289759963346e-38,1.731780694151182e-38,-3212738560.0,5.877729593028873e-39,-3065.145751953125,-3063.91845703125,5.8310859723453574e-39
2026-03-24T19:43:44.501421,57,0.0,1.7364262788201116e-38,1.731637201188435e-38,1.6609522002268779e-16,-1.665523795861887e-16,12856187904.0,12851049472.0,13159474659328.0
2026-03-24T19:43:47.524596,58,0.0,1.736193102755648e-38,1.7304533842457735e-38,-3.792891120013855e+30,4.47035617412439e-08,-6.6449787651659065e-16,-6.643739979480547e-16,5.830889790560352e-39
2026-03-24T19:43:50.526418,59,0.0,1.7361751661353046e-38,1.7308121166526406e-38,3.776522324174904e-29,-5.666745654211362e+22,-6.069010714003134e+31,-6.068659641945118e+31,5.830923421723496e-39
2026-03-24T19:43:50.526927,60,0.0,1.7361751661353046e-38,1.7308121166526406e-38,3.776522324174904e-29,-5.666745654211362e+22,-6.069010714003134e+31,-6.068659641945118e+31,5.830923421723496e-39
2026-03-24T19:43:50.527342,61,0.0,1.7361751661353046e-38,1.7308121166526406e-38,3.776522324174904e-29,-5.666745654211362e+22,-6.069010714003134e+31,-6.068659641945118e+31,5.830923421723496e-39
2026-03-24T19:43:50.527692,62,0.0,1.7361751661353046e-38,1.7308121166526406e-38,3.776522324174904e-29,-5.666745654211362e+22,-6.069010714003134e+31,-6.068659641945118e+31,5.830923421723496e-39
2026-03-24T19:43:50.528999,63,0.0,1.7361751661353046e-38,1.7308121166526406e-38,3.776522324174904e-29,-5.666745654211362e+22,-6.069010714003134e+31,-6.068659641945118e+31,5.830923421723496e-39
2026-03-24T19:43:50.532871,64,0.0,1.7361751661353046e-38,1.7308121166526406e-38,3.776522324174904e-29,-5.666745654211362e+22,-6.069010714003134e+31,-6.068659641945118e+31,5.830923421723496e-39
2026-03-24T19:43:50.545244,65,0.0,1.7361751661353046e-38,1.7308121166526406e-38,3.776522324174904e-29,-5.666745654211362e+22,-6.069010714003134e+31,-6.068659641945118e+31,5.830923421723496e-39
2026-03-24T19:43:53.538610,66,0.0,1.7362648492370213e-38,1.731278468781568e-38,1.6220174291794663e-19,-786458.1875,5.785771933678604e+25,5.787574180574605e+25,-6.803260754230378e-13
2026-03-24T19:43:56.519275,67,0.0,1.7364083421997682e-38,1.7313143420222546e-38,-4.354033800169077e-11,-9.067948129970608e+23,-9.257646087343728e+26,-9.260043426203547e+26,5.8309304282158174e-39
2026-03-24T19:43:56.519779,68,0.0,1.7364083421997682e-38,1.7313143420222546e-38,-4.354033800169077e-11,-9.067948129970608e+23,-9.257646087343728e+26,-9.260043426203547e+26,5.8309304282158174e-39
2026-03-24T19:43:56.520976,69,0.0,1.7364083421997682e-38,1.7313143420222546e-38,-4.354033800169077e-11,-9.067948129970608e+23,-9.257646087343728e+26,-9.260043426203547e+26,5.8309304282158174e-39
2026-03-24T19:43:56.521852,70,0.0,1.7364083421997682e-38,1.7313143420222546e-38,-4.354033800169077e-11,-9.067948129970608e+23,-9.257646087343728e+26,-9.260043426203547e+26,5.8309304282158174e-39
2026-03-24T19:43:56.523208,71,0.0,1.7364083421997682e-38,1.7313143420222546e-38,-4.354033800169077e-11,-9.067948129970608e+23,-9.257646087343728e+26,-9.260043426203547e+26,5.8309304282158174e-39
2026-03-24T19:43:56.525590,72,0.0,1.7364083421997682e-38,1.7313143420222546e-38,-4.354033800169077e-11,-9.067948129970608e+23,-9.257646087343728e+26,-9.260043426203547e+26,5.8309304282158174e-39
2026-03-24T19:43:56.546065,73,0.0,1.7364083421997682e-38,1.7313143420222546e-38,-4.354033800169077e-11,-9.067948129970608e+23,-9.257646087343728e+26,-9.260043426203547e+26,5.8309304282158174e-39
2026-03-24T19:43:59.496255,74,0.0,1.7363545323387381e-38,1.7312425955408812e-38,2.360323443343777e-30,-206175748096.0,-802914752.0,-803179648.0,13159295352832.0
2026-03-24T19:44:30.363142,75,0.0,1.7365159619218284e-38,1.7317448209104952e-38,4.152322267052071e-17,5.667748605848378e+22,5.387814423022797e+16,5.390046088029798e+16,13159292207104.0
2026-03-24T19:44:33.366865,76,0.0,1.7360316731725577e-38,1.7317448209104952e-38,-0.04675149917602539,1.0912059450474132e-11,-2.475250474724719e-24,-2.4750130275922476e-24,5.8310817684499645e-39
2026-03-24T19:44:39.322770,77,0.0,1.7361392928946178e-38,1.7324264124835428e-38,3.688054750987386e-32,2.6015080486928018e-18,3.961918212396834e-23,3.96003504364389e-23,5.831144826880859e-39
