Time, UTC Time, Label, Latitude, Longitude, Altitude, Speed, HDOP, Satelites, Course, Fix, Roll Degrees, Pitch Degrees, Dynamic Magnitude, Jerk, Jerk Std, Acceleration X, Acceleration Y, Acceleration Z,Standard Deviation, Energy, Zero Crossings
2026-04-07T13:33:23.918355,,0,58.33357620239258,8.576931953430176,46.70000076293945,0.0,1.100000023841858,9,331.8299865722656,2,,,,,,,,,,,
2026-04-07T13:33:23.923273,,0,58.33357620239258,8.576931953430176,46.70000076293945,0.0,1.100000023841858,9,331.8299865722656,2,,,,,,,,,,,
2026-04-07T13:33:26.643210,,0,58.33357620239258,8.576931953430176,46.70000076293945,0.0,1.100000023841858,9,331.8299865722656,2,,,,,,,,,,,
2026-04-07T13:33:29.692124,,0,58.33357620239258,8.576931953430176,46.70000076293945,0.0,1.100000023841858,9,331.8299865722656,2,,,,,,,,,,,
2026-04-07T13:33:32.794740,,0,58.33357620239258,8.576931953430176,46.70000076293945,0.0,1.100000023841858,9,331.8299865722656,2,,,,,,,,,,,
2026-04-07T13:33:35.872560,,0,58.33357620239258,8.576931953430176,46.70000076293945,0.0,1.100000023841858,9,331.8299865722656,2,,,,,,,,,,,
2026-04-07T13:33:39.095922,,0,58.33357620239258,8.576931953430176,46.70000076293945,0.0,1.100000023841858,9,331.8299865722656,2,,,,,,,,,,,
2026-04-07T13:33:42.188525,,0,58.33357620239258,8.576931953430176,46.70000076293945,0.0,1.100000023841858,9,331.8299865722656,2,,,,,,,,,,,
2026-04-07T13:33:45.289313,,0,58.33357620239258,8.576931953430176,46.70000076293945,0.0,1.100000023841858,9,331.8299865722656,2,,,,,,,,,,,
2026-04-07T13:33:48.374863,,0,58.33357620239258,8.576931953430176,46.70000076293945,0.0,1.100000023841858,9,331.8299865722656,2,,,,,,,,,,,
2026-04-07T13:33:51.540687,,0,58.33357620239258,8.576931953430176,46.70000076293945,0.0,1.090000033378601,9,331.8299865722656,2,,,,,,,,,,,
2026-04-07T13:33:54.519739,,0,58.33357620239258,8.576931953430176,46.70000076293945,0.0,1.090000033378601,9,331.8299865722656,2,,,,,,,,,,,
2026-04-07T13:33:57.683262,,0,58.33357620239258,8.576931953430176,46.70000076293945,0.0,1.090000033378601,9,331.8299865722656,2,,,,,,,,,,,
2026-04-07T13:34:00.767289,,0,58.33360290527344,8.576983451843262,47.70000076293945,0.0,1.090000033378601,9,242.07000732421875,2,,,,,,,,,,,
2026-04-07T13:34:03.955595,,0,58.33360290527344,8.576983451843262,47.70000076293945,0.0,1.090000033378601,9,242.07000732421875,2,,,,,,,,,,,
2026-04-07T13:34:06.904890,,0,58.33360290527344,8.576983451843262,47.70000076293945,0.0,1.090000033378601,9,242.07000732421875,2,,,,,,,,,,,
2026-04-07T13:34:10.073421,,0,58.33360290527344,8.576983451843262,47.70000076293945,0.0,1.090000033378601,9,242.07000732421875,2,,,,,,,,,,,
2026-04-07T13:34:13.643698,,0,58.33360290527344,8.576983451843262,47.70000076293945,0.0,1.090000033378601,9,242.07000732421875,2,,,,,,,,,,,
2026-04-07T13:34:16.828944,,0,58.33360290527344,8.576983451843262,47.70000076293945,0.0,1.090000033378601,9,242.07000732421875,2,,,,,,,,,,,
