time,utc_time,device_id,label,lat,lon,alt,speed,hdop,sats,course,fix,accel_x,accel_y,accel_z,roll,pitch,magnitude,previous_mag,jerk
2478,113144.000,A,0,58.33968,8.561802,47.1,76.55,0.84,10,231.61,1,-0.01391602,0.3553467,0.8973389,0.8605042,-21.6639,0.9652368,0.9652368,0.008602659
2481,113146.000,A,0,58.33946,8.561198,48.1,79.56,0.9,9,231.72,1,-0.0592041,0.3044434,0.9239502,3.666338,-20.31634,0.9746152,0.9746152,0.003126164
2484,113147.000,A,0,58.33932,8.560902,48.3,81.53,0.84,10,230.58,1,-0.0234375,0.2646484,0.9215088,3.940151,-17.90092,0.9590446,0.9590446,-0.005190214
2487,113147.000,A,0,58.33932,8.560902,48.3,81.51999,0.84,10,230.52,1,0.02404785,0.3675537,0.9844971,0.6421879,-15.82196,1.051146,1.051146,0.03070056
2490,228.82,A,0,58.33932,8.560902,48.3,89.28493,0.84,10,228.82,1,-0.04504395,0.3723145,0.9916992,2.600643,-20.55826,1.060243,1.060243,0.003032128
2493,113205.000,A,0,58.33679,8.5551,52.1,90.30001,0.87,10,229.43,1,-0.05395508,0.3623047,0.9040527,3.463018,-22.41475,0.975442,0.975442,-0.02826687
2496,113205.000,A,0,58.33679,8.5551,52.1,91.91477,0.87,10,227.94,1,-0.01806641,0.3193359,0.9743652,1.06224,-18.14299,1.025519,1.025519,0.01669236
2499,113206.000,A,0,58.33663,8.554775,52.4,91.97001,0.81,11,227.94,1,-0.01306152,0.4204102,0.9658203,0.7748072,-23.52101,1.053434,1.053434,0.00930512
2502,113207.000,A,0,58.33648,8.554455,52.8,91.97001,0.81,11,226.88,1,-0.05566406,0.3670654,0.8657227,2.818833,-19.92804,0.941972,0.941972,-0.03715418
2505,113208.000,A,0,58.33634,8.554141,53.2,89.40001,0.84,10,227.27,1,-0.05163574,0.3880615,0.9423828,3.136257,-22.35103,1.020462,1.020462,0.02616344
2508,113224.000,A,0,58.3337,8.54926,60.2,97.32,1.0,8,227.27,1,-0.06237793,0.3220215,0.9919434,5.442002,-18.39764,1.044768,1.044768,0.00810194
2511,113224.000,A,0,58.3337,8.54926,60.2,98.46,1.0,8,220.12,1,-0.02368164,0.2711182,0.9428711,1.438768,-16.03754,0.9813622,0.9813622,-0.02113529
2514,113224.000,A,0,58.3337,8.54926,60.2,98.46,1.0,8,220.12,1,-0.0760498,0.3243408,0.8814697,4.931047,-20.13257,0.9423212,0.9423212,-0.01301366
2517,113226.000,A,0,58.33333,8.548658,60.8,95.84,0.9,9,220.12,1,-0.03039551,0.3740234,0.949585,1.833369,-21.48853,1.021043,1.021043,0.02624061
2520,113227.000,A,0,58.33313,8.548384,61.3,96.96,0.84,10,220.12,1,-0.0003662109,0.2904053,0.8476563,0.02475336,-18.91135,0.8960226,0.8960226,-0.0416735
2523,113228.000,A,0,58.33293,8.548108,61.5,99.76001,0.84,10,215.74,1,-0.05810547,0.2762451,0.9506836,3.497548,-16.17396,0.991709,0.991709,0.0318955
2526,113228.000,A,0,58.33293,8.548108,61.5,99.76724,0.84,10,213.58,1,-0.0838623,0.3133545,0.9814453,4.883933,-17.64687,1.033663,1.033663,0.01398458
2529,113245.000,A,0,58.32907,8.546202,58.6,94.54,0.77,12,213.58,1,-0.08654785,0.31604,0.913208,5.413946,-19.01051,0.9702168,0.9702168,-0.02114866
2532,113245.000,A,0,58.32907,8.546202,58.6,94.54,0.77,12,213.58,1,-0.05310059,0.4492188,1.08606,2.799127,-22.44694,1.176496,1.176496,0.0687597
2535,113246.000,A,0,58.32882,8.546222,58.4,95.16001,0.82,10,213.58,1,-0.06066895,0.2717285,0.8630371,4.021108,-17.43627,0.9068353,0.9068353,-0.08988688
2538,113247.000,A,0,58.32859,8.546247,58.2,94.48001,0.82,11,177.3,1,-0.166626,0.3087158,0.9562988,10.56011,-18.25988,1.018615,1.018615,0.03726004
2541,113248.000,A,0,58.32836,8.546268,58.0,94.34088,0.79,11,178.91,1,-0.0579834,0.302002,0.9638672,3.442596,-18.68497,1.011735,1.011735,-0.002293547
2544,113248.000,A,0,58.32836,8.546268,58.0,94.34088,0.79,11,178.91,1,-0.06738281,0.3450928,0.9630127,6.403953,-17.73636,1.025194,1.025194,0.004486442
2547,113249.000,A,0,58.32812,8.546278,57.3,92.3,0.77,12,178.91,1,-0.1296387,0.2973633,0.9428711,7.828712,-17.35095,0.9971144,0.9971144,-0.009359896
2550,113305.000,A,0,58.32445,8.544421,51.6,92.3,0.83,10,178.91,1,-0.07092285,0.3009033,0.8620605,4.703206,-19.18156,0.9158173,0.9158173,-0.02709903
2553,113306.000,A,0,58.32424,8.544215,50.7,97.97,0.94,10,209.56,1,-0.1408691,0.2558594,0.9880371,8.114244,-14.37895,1.030304,1.030304,0.03816211
2556,113307.000,A,0,58.32403,8.543977,50.0,98.1,1.04,8,211.11,1,0.001708984,0.3057861,0.9187012,0.6684452,-18.19727,0.9682561,0.9682561,-0.02068249
2559,113307.000,A,0,58.32403,8.543977,50.0,98.60049,1.04,8,212.67,1,-0.06787109,0.3291016,1.000488,3.880883,-18.16915,1.05541,1.05541,0.02905142
2562,113308.000,A,0,58.32383,8.543725,49.3,98.65001,1.04,8,212.67,1,-0.05529785,0.3197021,0.9589844,3.300188,-16.46393,1.012383,1.012383,-0.01434263
2565,113309.000,A,0,58.32366,8.543445,48.7,98.73,1.06,10,216.37,1,-0.0411377,0.3452148,0.9344482,2.520734,-20.2578,0.9970251,0.9970251,-0.005119124
2568,113310.000,A,0,58.32347,8.543152,48.4,98.45232,0.93,9,217.27,1,-0.0604248,0.2498779,0.987793,3.500508,-14.17065,1.020698,1.020698,0.007891059
2571,113326.000,A,0,58.32044,8.538464,42.9,99.56351,0.89,10,217.0,1,-0.01428223,0.3529053,0.9333496,0.8766784,-20.7097,0.9979417,0.9979417,-0.007585546
2574,113327.000,A,0,58.32024,8.538183,42.4,97.5,0.89,10,217.02,1,-0.03955078,0.276123,0.9193115,2.46347,-17.06494,0.9606986,0.9606986,-0.01241436
2577,113327.000,A,0,58.32024,8.538183,42.4,97.58188,0.89,10,216.73,1,-0.1635742,0.3078613,0.9525146,3.29328,-17.88361,1.014307,1.014307,0.01786955
2580,113328.000,A,0,58.32005,8.537908,42.0,97.64,0.89,10,216.73,1,-0.02307129,0.3267822,0.8522949,1.550596,-20.97053,0.9130857,0.9130857,-0.0337405
2583,113329.000,A,0,58.31983,8.537631,41.6,100.44,0.9599999,9,215.99,1,-0.06884766,0.3623047,0.9023438,4.01318,-19.95957,0.9747969,0.9747969,0.02057038
2586,113330.000,A,0,58.31964,8.537335,41.3,96.66,0.89,10,218.09,1,-0.06201172,0.2822266,0.9312744,3.809589,-22.29505,0.975074,0.975074,9.236732e-05
2589,113330.000,A,0,58.31964,8.537335,41.3,96.37,0.89,10,219.15,1,-0.09973145,0.4068604,0.9300537,6.120548,-23.50737,1.02004,1.02004,0.01498868
2592,113330.000,A,0,58.31964,8.537335,41.3,89.63,0.89,10,223.74,1,-0.009033203,0.3878174,0.8787842,7.824057,-23.10046,0.9605965,0.9605965,-0.01981453
2595,113330.000,A,0,58.31964,8.537335,41.3,89.63,0.89,10,223.74,1,-0.0447998,0.4144287,0.9686279,2.648088,-23.14159,1.054513,1.054513,0.03130559
2598,113348.000,A,0,58.31654,8.532281,41.9,91.44,0.83,11,222.91,1,-0.1184082,0.3406982,0.9293213,7.261139,-19.98479,0.996862,0.996862,-0.01921707
2601,113349.000,A,0,58.31636,8.531981,42.7,90.26,0.82,11,222.31,1,-0.04089355,0.3581543,0.8483887,2.759603,-22.86363,0.9217972,0.9217972,-0.02502159
2604,113349.000,A,0,58.31636,8.531981,42.7,90.26,0.82,11,222.42,1,-0.05737305,0.4089355,0.9453125,3.473144,-23.35461,1.031569,1.031569,0.03659075
2607,113349.000,A,0,58.31636,8.531981,42.7,90.26,0.82,11,222.42,1,-0.1364746,0.3012695,0.9714355,7.997007,-17.07237,1.026195,1.026195,-0.001791557
2611,113351.000,A,0,58.31603,8.531408,43.9,90.6,0.82,11,223.58,1,-0.003540039,0.345459,0.8948975,0.2266497,-21.43034,0.9592684,0.9592684,-0.01673161
2614,113407.000,A,0,58.31341,8.526123,51.0,95.87001,0.79,12,223.58,1,-0.01586914,0.3100586,0.9470215,-0.03068868,-19.54391,0.9966132,0.9966132,0.01244827
2617,113408.000,A,0,58.31323,8.52579,51.1,96.69001,0.79,12,228.06,1,-0.07763672,0.2734375,0.9174805,4.836816,-16.53982,0.960503,0.960503,-0.01203674
2620,113409.000,A,0,58.31307,8.52541,51.2,95.2,0.81,11,228.69,1,-0.04406738,0.2615967,0.9956055,2.534365,-11.06879,1.030342,1.030342,0.02327975
2623,113409.000,A,0,58.31307,8.52541,51.2,95.80397,0.81,11,229.22,1,-0.05285645,0.3197021,0.9771729,3.09618,-18.09185,1.0295,1.0295,-0.0002807776
2626,113410.000,A,0,58.31292,8.525053,51.2,95.86,0.81,11,229.22,1,-0.06799316,0.3204346,0.9404297,3.987262,-20.54579,0.995846,0.995846,-0.01121795
2629,113411.000,A,0,58.31275,8.524703,50.4,95.01,0.85,11,228.45,1,-0.1196289,0.3319092,0.9376221,7.270944,-19.34841,1.001803,1.001803,0.001985748
2632,113411.000,A,0,58.31275,8.524703,50.4,95.01,0.85,11,228.45,1,-0.1459961,0.3768311,0.9595947,8.650838,-21.21773,1.04122,1.04122,0.01313881
2635,113428.000,A,0,58.3102,8.518748,42.6,93.79001,0.81,11,228.45,1,-0.1004639,0.3317871,0.8955078,5.024671,-21.31202,0.9602655,0.9602655,-0.02698473
2638,113429.000,A,0,58.31005,8.518397,42.3,95.58001,0.81,11,232.29,1,-0.08654785,0.3336182,0.8914795,5.545091,-20.42928,0.9557861,0.9557861,-0.001493116
2641,113429.000,A,0,58.31005,8.518397,42.3,92.19256,0.81,11,234.3,1,-0.07678223,0.364502,0.8770752,5.003118,-22.48978,0.9528998,0.9528998,-0.0009621183
2644,113430.000,A,0,58.30992,8.518035,42.2,92.24,0.81,11,234.3,1,-0.03808594,0.3503418,0.8321533,2.620481,-19.3279,0.9036974,0.9036974,-0.01640079
2647,113431.000,A,0,58.30979,8.517664,42.2,93.07,0.81,11,235.7,1,-0.07434082,0.3206787,0.9020996,4.711023,-19.50819,0.9602839,0.9602839,0.01886215
2650,113432.000,A,0,58.30967,8.517295,42.1,92.78,0.87,10,236.12,1,-0.1118164,0.3609619,0.9342041,7.141413,-20.62346,1.007737,1.007737,0.01581768
2653,113448.000,A,0,58.30821,8.510886,46.9,93.86001,0.88,10,236.12,1,-0.1679688,0.371582,1.002563,10.34363,-21.71783,1.082322,1.082322,0.02486157
2656,113449.000,A,0,58.30814,8.510447,47.6,95.28,0.9700001,9,254.19,1,-0.1262207,0.3720703,1.027466,7.003502,-19.76957,1.100024,1.100024,0.00590094
2659,113449.000,A,0,58.30814,8.510447,47.6,95.25001,0.9700001,9,251.84,1,-0.08105469,0.4195557,0.9345703,4.956822,-24.09658,1.027628,1.027628,-0.02413229
2662,113450.000,A,0,58.30806,8.510025,48.1,95.25001,1.04,8,251.84,1,-0.0814209,0.3997803,0.9169922,5.074058,-23.47341,1.003657,1.003657,-0.007990043
2665,113451.000,A,0,58.30799,8.50961,48.9,94.74,0.9700001,9,255.71,1,-0.08642578,0.4116211,1.000122,4.938958,-26.73411,1.084963,1.084963,0.02710196
2668,113452.000,A,0,58.30794,8.50919,49.6,93.98001,0.88,10,258.0,1,-0.04406738,0.3685303,0.9367676,2.69332,-21.45342,1.007616,1.007616,-0.02578243
2671,113452.000,A,0,58.30794,8.50919,49.6,91.92,0.88,10,261.51,1,-0.03369141,0.3861084,0.8824463,2.186465,-23.61614,0.9638082,0.9638082,-0.01460262
2674,113509.000,A,0,58.30732,8.501791,53.6,94.98,1.14,8,259.87,1,-0.09802246,0.3175049,0.8914795,6.27474,-19.49505,0.9513955,0.9513955,-0.004137556
2677,113509.000,A,0,58.30732,8.501791,53.6,93.34,1.14,8,260.9,1,-0.007080078,0.2858887,0.8850098,0.4583565,-17.90171,0.9300671,0.9300671,-0.007109484
2680,113509.000,A,0,58.30732,8.501791,53.6,93.34,1.14,8,260.9,1,-0.07568359,0.3188477,0.8907471,4.856553,-19.6298,0.9491165,0.9491165,0.006349822
2683,113511.000,A,0,58.30724,8.500912,54.8,94.53,0.95,9,260.9,1,-0.1630859,0.3520508,0.9813232,9.435737,-19.48873,1.05524,1.05524,0.03537458
2686,113512.000,A,0,58.30721,8.500454,55.0,94.43,0.88,10,260.76,1,-0.003662109,0.3283691,0.94104,0.2229686,-19.23593,0.9966926,0.9966926,-0.01951591
2689,113513.000,A,0,58.30718,8.500002,55.5,94.83001,0.93,9,261.2,1,-0.1918945,0.3341064,0.973999,6.603475,-21.92434,1.047437,1.047437,0.01691488
2692,113513.000,A,0,58.30718,8.500002,55.5,98.17451,0.93,9,261.04,1,-0.09460449,0.3718262,0.9533691,4.271677,-20.21527,1.027676,1.027676,-0.006587148
2695,113530.000,A,0,58.30597,8.492824,66.2,93.5,0.93,9,239.8,1,-0.1079102,0.3907471,1.022949,6.021818,-20.80044,1.100342,1.100342,0.02422214
2698,113530.000,A,0,58.30597,8.492824,66.2,93.76677,0.93,9,236.0,1,-0.05908203,0.3428955,0.8405762,3.390718,-19.60695,0.9097451,0.9097451,-0.06353233
2701,113531.000,A,0,58.30585,8.492453,66.5,93.81,0.85,11,236.0,1,0.07421875,0.3994141,0.9003906,-4.712209,-23.85029,0.9877972,0.9877972,0.02601735
2704,113532.000,A,0,58.3057,8.492097,66.9,94.42,1.04,8,234.54,1,-0.01904297,0.3552246,0.9061279,1.203937,-21.40211,0.9734552,0.9734552,-0.00478067
2707,232.07,A,0,58.3057,8.492097,66.9,92.41481,1.04,8,232.07,1,-0.1466064,0.3590088,0.9243164,9.012644,-20.12719,1.002368,1.002368,0.009637594
2710,232.07,A,0,58.3057,8.492097,66.9,93.063,1.04,8,230.99,1,-0.1435547,0.307373,0.9206543,8.862581,-18.25656,0.9811679,0.9811679,-0.007066688
2713,113534.000,A,0,58.3054,8.491445,67.4,93.063,1.0,8,230.99,1,-0.07409668,0.3331299,0.9311523,4.549738,-19.62794,0.991721,0.991721,0.003517687
2716,113534.000,A,0,58.3054,8.491445,67.4,92.52592,1.0,8,230.99,1,-0.05810547,0.3950195,0.9139404,3.63779,-23.33271,0.9973484,0.9973484,0.001875798
2719,113551.000,A,0,58.30238,8.486636,74.2,93.11,0.79,12,223.36,1,-0.0994873,0.3117676,0.9138184,6.213314,-18.73519,0.9706496,0.9706496,-0.00889957
2722,113552.000,A,0,58.3022,8.48637,74.3,93.73,0.76,12,223.08,1,-0.1534424,0.3673096,1.001099,8.966528,-19.92167,1.077339,1.077339,0.03556313
2725,113552.000,A,0,58.3022,8.48637,74.3,93.75,0.76,12,222.61,1,-0.09936523,0.3811035,1.009033,5.624108,-20.59992,1.083172,1.083172,0.001944264
2728,113552.000,A,0,58.3022,8.48637,74.3,93.75,0.76,12,222.61,1,-0.04418945,0.3636475,0.9233398,2.739986,-21.47413,0.9933522,0.9933522,-0.02993987
2731,113554.000,A,0,58.30186,8.485753,75.1,93.62,0.87,10,224.73,1,-0.07629395,0.3305664,0.9804688,4.449433,-16.73327,1.037504,1.037504,0.01471716
2734,228.62,A,0,58.30186,8.485753,75.1,94.30384,0.87,10,228.62,1,-0.1030273,0.3874512,0.9785156,6.010494,-19.7225,1.057462,1.057462,0.006652752
2737,113611.000,A,0,58.30009,8.479081,76.0,92.82001,0.79,12,253.19,1,-0.03771973,0.3052979,0.8843994,2.442191,-19.0288,0.9363716,0.9363716,-0.04036345
2740,113612.000,A,0,58.30003,8.478653,75.9,92.89001,0.81,11,254.55,1,-0.1489258,0.3927002,0.9425049,8.979104,-21.02181,1.031847,1.031847,0.03182505
2743,113612.000,A,0,58.30003,8.478653,75.9,93.34081,0.81,11,253.0,1,-0.04541016,0.3581543,0.9370117,2.77454,-20.89597,1.004155,1.004155,-0.009230535
2746,113613.000,A,0,58.29998,8.478261,77.7,93.38,0.79,12,253.0,1,-0.1124268,0.3283691,0.9622803,6.663866,-18.72333,1.022961,1.022961,0.00626866
2749,113614.000,A,0,58.29992,8.477832,77.7,90.69,0.85,11,253.75,1,-0.1207275,0.3531494,0.9328613,6.968955,-21.23658,1.004749,1.004749,-0.006070813
2752,113615.000,A,0,58.29987,8.477391,78.1,91.82,0.89,10,253.13,1,-0.1558838,0.3480225,0.9782715,9.053745,-19.3574,1.049969,1.049969,0.01507338
2755,113631.000,A,0,58.29857,8.470765,89.8,92.15,0.9,10,16.0,1,-0.07263184,0.3037109,0.9063721,4.581589,-18.47001,0.9586584,0.9586584,-0.03043679
2758,113632.000,A,0,58.2985,8.470348,90.6,92.17,0.9,10,249.31,1,-0.119751,0.361084,0.9172363,7.438253,-21.32331,0.9929977,0.9929977,0.01144642
2761,113632.000,A,0,58.2985,8.470348,90.6,95.78544,0.9,10,248.56,1,-0.07971191,0.3156738,0.9041748,7.768743,-20.39459,0.9610079,0.9610079,-0.01066329
2764,113633.000,A,0,58.29841,8.469934,91.3,95.84,0.9599999,9,248.56,1,-0.04724121,0.2947998,0.9440918,2.864622,-17.321,0.9901757,0.9901757,0.009722631
2767,113634.000,A,0,58.29833,8.469517,92.0,94.06,0.9,10,249.16,1,-0.1120605,0.310791,0.989624,6.460396,-18.74512,1.043314,1.043314,0.01771279
2770,113635.000,A,0,58.29824,8.469095,92.5,93.97,1.21,9,249.64,1,-0.114624,0.2803955,0.9465332,6.904827,-16.38785,0.9938236,0.9938236,-0.01649682
2773,113635.000,A,0,58.29824,8.469095,92.5,94.34,1.21,9,249.77,1,-0.09143066,0.324585,0.9560547,5.462771,-18.67333,1.013783,1.013783,0.006653031
2776,113652.000,A,0,58.297,8.461843,99.6,94.45,0.87,10,249.77,1,-0.07763672,0.3339844,0.901001,4.924851,-20.26984,0.9640413,0.9640413,-0.01658046
2779,113652.000,A,0,58.297,8.461843,99.6,97.57,0.87,10,257.85,1,-0.07214355,0.2783203,1.001343,4.120857,-15.49489,1.041803,1.041803,0.02592067
2782,113652.000,A,0,58.297,8.461843,99.6,97.57,0.87,10,257.85,1,-0.1142578,0.2524414,0.8475342,7.677871,-16.44574,0.8916814,0.8916814,-0.05004066
2785,113654.000,A,0,58.29687,8.460962,99.1,100.65,0.83,10,257.85,1,-0.09326172,0.2779541,0.9578857,5.560907,-16.10919,1.001749,1.001749,0.03668926
2788,113655.000,A,0,58.29685,8.46051,96.1,96.82,0.79,12,260.31,1,-0.09741211,0.2576904,0.894043,5.683706,-15.21093,0.9355246,0.9355246,-0.02207486
2791,113656.000,A,0,58.29681,8.460058,96.1,96.16,0.79,12,261.43,1,-0.1121826,0.2315674,1.035522,6.182986,-12.5343,1.067012,1.067012,0.0438292
2794,113656.000,A,0,58.29681,8.460058,96.1,96.16,0.79,12,261.43,1,0.02429199,0.3620605,0.9123535,-1.525176,-21.63831,0.981869,0.981869,-0.02838105
2797,113713.000,A,0,58.29669,8.452284,80.4,97.75001,1.28,8,275.76,1,-0.04968262,0.2612305,0.979126,2.966079,-17.33803,1.014592,1.014592,0.01090771
2800,113713.000,A,0,58.29669,8.452284,80.4,96.82256,1.28,8,274.66,1,0.02050781,0.2565918,0.9361572,-1.254942,-15.32429,0.9709018,0.9709018,-0.01456346
2803,113714.000,A,0,58.29671,8.451815,79.0,96.82256,1.28,8,274.66,1,-0.05578613,0.315918,0.9974365,3.20119,-17.54881,1.047758,1.047758,0.02561857
2806,113715.000,A,0,58.29674,8.45135,78.0,96.79,1.53,7,274.38,1,-0.002563477,0.3170166,0.9013672,0.162948,-16.72521,0.955494,0.955494,-0.03075449
2809,113716.000,A,0,58.29675,8.45088,76.5,96.68,1.1,9,274.93,1,-0.107666,0.2839355,0.9274902,6.62144,-16.91406,0.9759352,0.9759352,0.006813725
2812,113716.000,A,0,58.29675,8.45088,76.5,96.56,1.1,9,276.09,1,0.009887695,0.4133301,0.9832764,-0.5761392,-22.7989,1.066664,1.066664,0.03024292
2815,113716.000,A,0,58.29675,8.45088,76.5,96.56,1.1,9,276.09,1,-0.0189209,0.3520508,1.06543,2.736099,-17.28664,1.122247,1.122247,0.01852767
2818,113718.000,A,0,58.29679,8.449951,75.6,95.60023,0.95,9,260.15,1,-0.1723633,0.4194336,0.9666748,10.1099,-23.13004,1.067752,1.067752,-0.01816507
2821,113734.000,A,0,58.29683,8.442618,59.7,95.64,0.82,11,260.15,1,-0.02905273,0.4180908,1.015625,1.638543,-22.36669,1.098698,1.098698,0.01031554
2824,113735.000,A,0,58.29679,8.442171,60.2,96.28,0.82,11,258.6,1,-0.147583,0.3599854,0.9317627,9.000377,-20.88644,1.009729,1.009729,-0.02965657
2827,113736.000,A,0,58.29674,8.441715,60.7,95.21,0.85,11,258.95,1,0.009887695,0.324707,0.8898926,6.045006,-19.94353,0.9473337,0.9473337,-0.0207983
2830,113736.000,A,0,58.29674,8.441715,60.7,95.1002,0.85,11,257.19,1,-0.1573486,0.3977051,0.8951416,9.26237,-21.86915,0.9920717,0.9920717,0.01491266
2833,113737.000,A,0,58.29669,8.441265,60.6,95.1002,0.93,11,257.19,1,-0.05456543,0.3410645,0.8842773,1.122993,-21.08786,0.9493412,0.9493412,-0.0142435
2836,113738.000,A,0,58.29663,8.440871,62.0,90.63,0.93,11,255.68,1,-0.002685547,0.3918457,0.8735352,0.1761463,-22.92726,0.9573996,0.9573996,0.002686103
2839,113738.000,A,0,58.29663,8.440871,62.0,90.63,0.93,11,255.68,1,-0.04138184,0.4118652,1.075439,2.203597,-20.94138,1.152352,1.152352,0.06498418
2842,113755.000,A,0,58.29468,8.434672,60.7,96.2,1.04,8,224.88,1,-0.1396484,0.3424072,1.009155,5.75382,-18.65424,1.074774,1.074774,-0.02585944
2845,113756.000,A,0,58.29451,8.434368,60.6,94.29,1.14,6,224.32,1,-0.03137207,0.3569336,0.9049072,1.985582,-21.51462,0.973264,0.973264,-0.03383658
2848,113756.000,A,0,58.29451,8.434368,60.6,91.77,1.14,6,224.17,1,-0.1645508,0.3173828,0.9570313,9.755974,-18.09929,1.021625,1.021625,0.01612034
2851,113756.000,A,0,58.29451,8.434368,60.6,91.77,1.14,6,224.17,1,-0.0637207,0.3564453,0.935791,3.895421,-21.2087,1.003403,1.003403,-0.006073872
2854,113758.000,A,0,58.29417,8.433817,59.7,92.53,1.04,8,224.17,1,-0.08947754,0.3352051,0.9290771,1.249454,-18.91719,0.9917423,0.9917423,-0.003887017
2857,113759.000,A,0,58.29395,8.433545,60.0,92.61001,1.04,8,220.23,1,-0.002685547,0.2674561,0.8433838,0.1824436,-17.59491,0.8847803,0.8847803,-0.03565403
2860,113759.000,A,0,58.29395,8.433545,60.0,92.61001,1.04,8,220.23,1,-0.0682373,0.4031982,0.9672852,2.72936,-18.17142,1.050174,1.050174,0.05513127
2863,113816.000,A,0,58.29035,8.430075,62.7,96.34,1.08,9,204.01,1,-0.1049805,0.3408203,0.9376221,6.388491,-19.8616,1.003152,1.003152,-0.01567396
2866,113817.000,A,0,58.29013,8.429893,63.3,96.69291,1.15,8,203.72,1,-0.1068115,0.3549805,0.8942871,6.811006,-21.51144,0.968075,0.968075,-0.0116924
2869,113817.000,A,0,58.29013,8.429893,63.3,94.45201,1.15,8,203.72,1,-0.08752441,0.3251953,0.9130859,5.475393,-18.4397,0.9732104,0.9732104,0.001711786
2872,113818.000,A,0,58.28992,8.429708,64.0,94.79,1.03,9,203.72,1,-0.04931641,0.2716064,0.9017334,3.151288,-19.2781,0.9430405,0.9430405,-0.01005666
2875,113819.000,A,0,58.28971,8.429506,64.6,93.81,0.89,10,207.1,1,-0.0880127,0.3106689,0.9398193,5.350061,-18.53607,0.9937412,0.9937412,0.01690028
2878,113820.000,A,0,58.28951,8.429303,65.2,94.44,0.95,9,207.56,1,-0.06542969,0.3671875,0.9261475,4.04107,-21.5779,0.9984272,0.9984272,0.00156196
2881,113836.000,A,0,58.28634,8.425418,69.8,97.79,1.01,10,218.55,1,-0.1467285,0.2819824,1.00061,8.34234,-15.57999,1.049888,1.049888,0.01715354
2884,113836.000,A,0,58.28634,8.425418,69.8,94.69276,1.01,10,219.25,1,-0.1247559,0.2230225,0.9655762,7.362031,-12.90211,0.9988194,0.9988194,-0.01702277
2887,113836.000,A,0,58.28634,8.425418,69.8,94.69276,1.01,10,219.25,1,-0.1086426,0.263916,0.9580078,6.35909,-14.10052,0.9996168,0.9996168,0.000265797
2890,113838.000,A,0,58.28597,8.424799,69.4,96.04,0.85,11,220.01,1,-0.03759766,0.3410645,0.9367676,2.298362,-19.99106,0.9976332,0.9976332,-0.0006612141
2893,113839.000,A,0,58.28578,8.424499,69.4,98.34,0.85,11,219.86,1,-0.03820801,0.3183594,0.8781738,2.491281,-19.90946,0.9348806,0.9348806,-0.02091753
2896,113839.000,A,0,58.28578,8.424499,69.4,96.41001,0.85,11,222.13,1,-0.05578613,0.3132324,0.9741211,3.277644,-17.0859,1.024763,1.024763,0.02996071
2899,113839.000,A,0,58.28578,8.424499,69.4,96.41001,0.85,11,222.13,1,0.01196289,0.3299561,0.9068604,-0.755776,-19.99203,0.9650957,0.9650957,-0.019889
2902,222.92,A,0,58.28578,8.424499,69.4,96.52624,0.85,11,227.77,1,-0.09179688,0.3535156,0.9655762,5.430761,-20.02556,1.032346,1.032346,0.02241659
2905,113857.000,A,0,58.28275,8.418667,63.3,96.58,0.82,11,227.77,1,-0.06152344,0.2634277,1.005005,3.503107,-14.66145,1.040776,1.040776,0.002810041
2908,113858.000,A,0,58.28259,8.418324,63.3,97.23001,0.82,11,227.64,1,0.02246094,0.1827393,0.8480225,-1.517196,-12.1565,0.8677789,0.8677789,-0.05766559
2911,227.69,A,0,58.28259,8.418324,63.3,97.24853,0.82,11,227.69,1,-0.009521484,0.3203125,0.986084,0.5532226,-17.99471,1.036847,1.036847,0.05635615
2914,227.69,A,0,58.28259,8.418324,63.3,97.98932,0.82,11,227.25,1,-0.03137207,0.3105469,0.9558105,1.879914,-17.99013,1.005484,1.005484,-0.01045458
2917,113900.000,A,0,58.28225,8.417645,62.6,97.98932,0.82,11,227.25,1,-0.1851807,0.3594971,0.9882813,10.61282,-19.67387,1.067815,1.067815,0.02077726
2920,113901.000,A,0,58.28208,8.417296,62.3,97.99,0.82,11,226.95,1,-0.06738281,0.3497314,0.9312744,7.564907,-22.09042,0.9970579,0.9970579,-0.02358583
2929,113921.000,A,0,58.279,8.41091,72.4,94.82,1.35,6,216.37,1,-0.1594238,0.3562012,0.9537354,9.489672,-20.22224,1.030488,1.030488,-0.00344948
2932,113921.000,A,0,58.279,8.41091,72.4,9.0,1.35,6,217.14,1,-0.1715088,0.3520508,0.9918213,10.62427,-20.54712,1.066332,1.066332,0.01194795
2935,113922.000,A,0,58.27885,8.410586,78.80001,9.0,1.03,9,217.14,1,-0.05053711,0.381958,0.930542,3.108641,-22.28697,1.007152,1.007152,-0.01972687
2938,113923.000,A,0,58.27861,8.410355,74.2,94.75,1.08,8,217.29,1,-0.08703613,0.2692871,0.9038086,5.500582,-16.51904,0.9470801,0.9470801,-0.02002382
2941,113924.000,A,0,58.27842,8.410083,70.6,92.98,1.03,9,216.45,1,-0.05639648,0.3875732,0.9421387,3.425641,-22.32506,1.020303,1.020303,0.02440774
2944,113924.000,A,0,58.27842,8.410083,70.6,93.64,1.03,9,216.32,1,-0.0769043,0.3381348,0.916748,4.795209,-19.46062,0.980141,0.980141,-0.01338746
2947,113941.000,A,0,58.27512,8.405597,52.4,92.94001,0.82,11,219.99,1,-0.06530762,0.3839111,0.9401855,3.973524,-22.16372,1.017645,1.017645,0.01250142
